precinct_id,district_id,total,white,black,asian,hispanic,other,GEOID,democratic_votes,republican_votes,total_votes,district,representative,party,incumbent_race,margin
1149,1,2187,1558,28,303,147,151,41067-412,1102,556,1740,1,Suzanne Bonamici,Democrat,White,0.58
1150,1,2577,1790,43,267,281,196,41067-330,1071,976,2137,1,Suzanne Bonamici,Democrat,White,0.58
1151,1,1718,1206,37,146,233,96,41067-304,627,411,1064,1,Suzanne Bonamici,Democrat,White,0.58
1152,6,3394,2553,72,139,378,252,41067-399,1526,605,2205,6,Andrea Salinas,Democrat,Hispanic,0.55
1153,6,10713,7252,254,1583,910,714,41067-389,5246,2026,7604,6,Andrea Salinas,Democrat,Hispanic,0.55
1154,6,5967,4674,51,276,572,394,41067-424,2566,1845,4600,6,Andrea Salinas,Democrat,Hispanic,0.55
1155,1,5603,4324,76,606,270,327,41067-365,3510,915,4592,1,Suzanne Bonamici,Democrat,White,0.58
1156,1,1226,641,28,418,80,59,41067-411,866,359,1304,1,Suzanne Bonamici,Democrat,White,0.58
1157,6,2480,1650,62,143,465,160,41067-383,1178,318,1560,6,Andrea Salinas,Democrat,Hispanic,0.55
1158,1,405,345,4,15,26,15,41067-303,116,209,329,1,Suzanne Bonamici,Democrat,White,0.58
1159,1,7895,4219,213,774,2106,583,41067-382,2394,1313,3872,1,Suzanne Bonamici,Democrat,White,0.58
1160,1,70,61,1,0,2,6,41067-342,28,33,63,1,Suzanne Bonamici,Democrat,White,0.58
1161,6,522,370,13,15,86,38,41067-388,181,61,248,6,Andrea Salinas,Democrat,Hispanic,0.55
1162,6,7038,4850,146,889,673,480,41067-409,3006,1300,4479,6,Andrea Salinas,Democrat,Hispanic,0.55
1163,1,2387,1253,108,397,483,146,41067-440,928,455,1449,1,Suzanne Bonamici,Democrat,White,0.58
1164,1,511,411,6,29,40,25,41067-408,235,66,315,1,Suzanne Bonamici,Democrat,White,0.58
1165,1,2926,2187,56,215,273,195,41067-366,1268,287,1629,1,Suzanne Bonamici,Democrat,White,0.58
1166,6,2766,1904,53,119,473,217,41067-428,859,437,1351,6,Andrea Salinas,Democrat,Hispanic,0.55
1167,1,995,689,28,156,59,63,41067-448,478,253,763,1,Suzanne Bonamici,Democrat,White,0.58
1168,6,838,716,0,24,51,47,41067-425,293,364,674,6,Andrea Salinas,Democrat,Hispanic,0.55
1169,6,4986,4129,14,186,374,283,41067-435,2393,1519,4098,6,Andrea Salinas,Democrat,Hispanic,0.55
1170,1,835,745,0,8,41,41,41067-431,331,400,764,1,Suzanne Bonamici,Democrat,White,0.58
1171,1,10,2,0,0,1,7,41067-422,3,14,17,1,Suzanne Bonamici,Democrat,White,0.58
1172,1,412,328,0,30,24,30,41067-373,177,132,326,1,Suzanne Bonamici,Democrat,White,0.58
1173,1,6001,3391,150,1537,602,321,41067-368,2639,980,3783,1,Suzanne Bonamici,Democrat,White,0.58
1174,6,3479,2697,45,277,244,216,41067-380,2083,815,3002,6,Andrea Salinas,Democrat,Hispanic,0.55
1175,6,12,8,0,0,1,3,41067-456,7,0,7,6,Andrea Salinas,Democrat,Hispanic,0.55
1176,1,695,589,0,12,58,36,41067-310,278,307,611,1,Suzanne Bonamici,Democrat,White,0.58
1177,6,7,5,0,0,0,2,41067-444,51,65,119,6,Andrea Salinas,Democrat,Hispanic,0.55
1178,6,1521,1011,36,46,319,109,41067-415,544,265,843,6,Andrea Salinas,Democrat,Hispanic,0.55
1179,1,5335,3039,147,1004,837,308,41067-327,3427,1624,5283,1,Suzanne Bonamici,Democrat,White,0.58
1180,6,612,551,0,14,17,30,41067-438,186,292,491,6,Andrea Salinas,Democrat,Hispanic,0.55
1181,1,5044,2793,193,761,911,386,41067-360,1979,720,2824,1,Suzanne Bonamici,Democrat,White,0.58
1182,1,330,215,6,68,19,22,41067-375,206,52,272,1,Suzanne Bonamici,Democrat,White,0.58
1183,1,2113,1365,35,119,443,151,41067-355,992,309,1357,1,Suzanne Bonamici,Democrat,White,0.58
1184,6,3668,2781,85,326,249,227,41067-397,1773,1023,2920,6,Andrea Salinas,Democrat,Hispanic,0.55
1185,1,8888,6667,66,281,1329,545,41067-340,3797,2835,6891,1,Suzanne Bonamici,Democrat,White,0.58
1186,1,23,2,3,2,5,11,41067-445,0,1,1,1,Suzanne Bonamici,Democrat,White,0.58
1187,1,2846,1736,75,319,508,208,41067-356,1045,530,1652,1,Suzanne Bonamici,Democrat,White,0.58
1188,1,16,12,1,0,0,3,41067-453,5,6,11,1,Suzanne Bonamici,Democrat,White,0.58
1189,1,3642,2242,115,617,394,274,41067-406,1575,351,2022,1,Suzanne Bonamici,Democrat,White,0.58
1190,1,3791,1054,112,2231,242,152,41067-439,1667,592,2363,1,Suzanne Bonamici,Democrat,White,0.58
1191,6,730,535,2,29,104,60,41067-417,252,135,405,6,Andrea Salinas,Democrat,Hispanic,0.55
1192,1,7515,4512,97,458,2009,439,41067-307,2577,1710,4474,1,Suzanne Bonamici,Democrat,White,0.58
1193,1,1259,1020,3,26,127,83,41067-305,380,527,946,1,Suzanne Bonamici,Democrat,White,0.58
1194,1,1100,875,14,72,61,78,41067-407,637,191,858,1,Suzanne Bonamici,Democrat,White,0.58
1195,1,2287,1980,20,107,99,81,41067-386,1495,366,1928,1,Suzanne Bonamici,Democrat,White,0.58
1196,6,2336,2060,23,80,89,84,41067-419,1194,534,1776,6,Andrea Salinas,Democrat,Hispanic,0.55
1197,1,2603,1930,45,206,257,165,41067-369,1074,496,1639,1,Suzanne Bonamici,Democrat,White,0.58
1198,1,2111,1737,41,84,112,137,41067-372,1275,356,1689,1,Suzanne Bonamici,Democrat,White,0.58
1199,1,2673,1928,48,235,298,164,41067-354,1286,464,1798,1,Suzanne Bonamici,Democrat,White,0.58
1200,1,2,0,0,0,1,1,41067-313,2,1,3,1,Suzanne Bonamici,Democrat,White,0.58
1201,6,173,146,5,5,9,8,41067-392,86,19,109,6,Andrea Salinas,Democrat,Hispanic,0.55
1202,6,9076,6169,113,504,1604,686,41067-404,3926,1688,5864,6,Andrea Salinas,Democrat,Hispanic,0.55
1203,1,2092,1784,7,30,118,153,41067-301,679,974,1707,1,Suzanne Bonamici,Democrat,White,0.58
1204,1,2736,1725,71,305,434,201,41067-320,1121,549,1760,1,Suzanne Bonamici,Democrat,White,0.58
1205,1,8272,4183,440,1885,1210,554,41067-333,2646,816,3610,1,Suzanne Bonamici,Democrat,White,0.58
1206,1,2957,2149,51,250,268,239,41067-371,1461,475,2022,1,Suzanne Bonamici,Democrat,White,0.58
1207,6,683,474,7,84,59,59,41067-421,322,132,490,6,Andrea Salinas,Democrat,Hispanic,0.55
1208,6,1530,859,40,422,119,90,41067-427,816,402,1283,6,Andrea Salinas,Democrat,Hispanic,0.55
1209,1,16,6,0,0,9,1,41067-443,0,11,11,1,Suzanne Bonamici,Democrat,White,0.58
1210,1,505,408,3,16,36,42,41067-324,208,295,517,1,Suzanne Bonamici,Democrat,White,0.58
1211,6,8773,5918,198,962,1083,612,41067-395,3714,1433,5371,6,Andrea Salinas,Democrat,Hispanic,0.55
1212,1,2774,2363,12,47,209,143,41067-430,1039,1143,2287,1,Suzanne Bonamici,Democrat,White,0.58
1213,1,1124,923,16,58,61,66,41067-378,743,176,940,1,Suzanne Bonamici,Democrat,White,0.58
1214,1,133,83,0,23,6,21,41067-452,45,45,97,1,Suzanne Bonamici,Democrat,White,0.58
1215,6,92,67,1,11,5,8,41067-441,52,12,70,6,Andrea Salinas,Democrat,Hispanic,0.55
1216,1,452,190,3,225,11,23,41067-381,333,120,467,1,Suzanne Bonamici,Democrat,White,0.58
1217,6,914,733,18,53,61,49,41067-385,562,158,762,6,Andrea Salinas,Democrat,Hispanic,0.55
1218,1,84,68,0,0,11,5,41067-347,25,30,55,1,Suzanne Bonamici,Democrat,White,0.58
1219,1,4527,2759,88,876,489,315,41067-358,1756,672,2514,1,Suzanne Bonamici,Democrat,White,0.58
1220,1,5,4,0,0,0,1,41067-387,12,9,21,1,Suzanne Bonamici,Democrat,White,0.58
1221,1,5935,2307,50,3078,223,277,41067-367,3030,1024,4251,1,Suzanne Bonamici,Democrat,White,0.58
1222,1,11582,6459,315,2797,1300,711,41067-329,5222,2087,7649,1,Suzanne Bonamici,Democrat,White,0.58
1223,1,498,401,2,4,50,41,41067-321,111,190,321,1,Suzanne Bonamici,Democrat,White,0.58
1224,1,2025,1420,26,347,112,120,41067-398,1032,618,1754,1,Suzanne Bonamici,Democrat,White,0.58
1225,6,10288,8002,176,564,875,671,41067-405,5037,2175,7490,6,Andrea Salinas,Democrat,Hispanic,0.55
1226,1,3219,1769,24,1174,131,121,41067-377,1558,595,2254,1,Suzanne Bonamici,Democrat,White,0.58
1227,1,582,479,1,28,41,33,41067-315,232,228,486,1,Suzanne Bonamici,Democrat,White,0.58
1228,1,5002,3032,42,173,1477,278,41067-336,1714,1066,2929,1,Suzanne Bonamici,Democrat,White,0.58
1229,6,349,297,0,9,19,24,41067-447,115,150,278,6,Andrea Salinas,Democrat,Hispanic,0.55
1230,1,1006,722,38,54,114,78,41067-306,433,115,574,1,Suzanne Bonamici,Democrat,White,0.58
1231,6,2059,1608,93,60,179,119,41067-432,194,97,305,6,Andrea Salinas,Democrat,Hispanic,0.55
1232,1,350,302,0,9,28,11,41067-346,125,141,273,1,Suzanne Bonamici,Democrat,White,0.58
1233,1,3353,1785,142,318,871,237,41067-455,1074,346,1474,1,Suzanne Bonamici,Democrat,White,0.58
1234,1,1861,1067,30,525,139,100,41067-403,904,395,1367,1,Suzanne Bonamici,Democrat,White,0.58
1235,1,3666,995,60,63,2384,164,41067-337,647,375,1074,1,Suzanne Bonamici,Democrat,White,0.58
1236,1,468,374,4,4,60,26,41067-341,131,163,304,1,Suzanne Bonamici,Democrat,White,0.58
1237,1,9126,3845,81,184,4612,404,41067-338,2854,2104,5146,1,Suzanne Bonamici,Democrat,White,0.58
1238,1,6260,4192,151,665,801,451,41067-434,2835,1372,4376,1,Suzanne Bonamici,Democrat,White,0.58
1239,1,11332,6725,296,694,2844,773,41067-350,4548,1520,6339,1,Suzanne Bonamici,Democrat,White,0.58
1240,1,11174,6813,118,317,3243,683,41067-339,2654,1963,4796,1,Suzanne Bonamici,Democrat,White,0.58
1241,1,590,423,5,31,88,43,41067-426,191,224,431,1,Suzanne Bonamici,Democrat,White,0.58
1242,1,131,111,0,2,5,13,41067-334,53,80,137,1,Suzanne Bonamici,Democrat,White,0.58
1243,6,5870,3538,92,218,1580,442,41067-423,1985,906,3019,6,Andrea Salinas,Democrat,Hispanic,0.55
1244,1,35,22,1,4,4,4,41067-454,2,17,19,1,Suzanne Bonamici,Democrat,White,0.58
1245,1,4702,2827,96,324,1169,286,41067-302,1484,943,2536,1,Suzanne Bonamici,Democrat,White,0.58
1246,6,4745,3529,38,149,723,306,41067-420,1998,1058,3193,6,Andrea Salinas,Democrat,Hispanic,0.55
1247,1,6356,3693,156,387,1717,403,41067-318,2324,1250,3735,1,Suzanne Bonamici,Democrat,White,0.58
1248,6,1493,1010,25,67,248,143,41067-396,558,228,823,6,Andrea Salinas,Democrat,Hispanic,0.55
1249,6,363,315,1,9,17,21,41067-449,133,147,291,6,Andrea Salinas,Democrat,Hispanic,0.55
1250,1,444,351,4,39,40,10,41067-322,122,134,267,1,Suzanne Bonamici,Democrat,White,0.58
1251,1,7092,3681,314,1270,1257,570,41067-332,1846,576,2533,1,Suzanne Bonamici,Democrat,White,0.58
1252,1,2254,1890,5,45,150,164,41067-312,670,959,1694,1,Suzanne Bonamici,Democrat,White,0.58
1253,1,4062,2686,69,506,565,236,41067-343,1531,938,2590,1,Suzanne Bonamici,Democrat,White,0.58
1254,1,607,309,23,116,86,73,41067-325,114,36,155,1,Suzanne Bonamici,Democrat,White,0.58
1255,1,2738,2058,35,224,226,195,41067-370,1392,613,2078,1,Suzanne Bonamici,Democrat,White,0.58
1256,6,2074,1425,55,204,309,81,41067-413,949,427,1443,6,Andrea Salinas,Democrat,Hispanic,0.55
1257,1,8700,4761,270,1710,1324,635,41067-319,3335,1627,5171,1,Suzanne Bonamici,Democrat,White,0.58
1258,1,4333,2491,111,644,813,274,41067-429,1689,870,2681,1,Suzanne Bonamici,Democrat,White,0.58
1259,6,3567,2740,24,256,335,212,41067-442,1513,1042,2679,6,Andrea Salinas,Democrat,Hispanic,0.55
1260,1,366,311,0,3,34,18,41067-314,105,190,305,1,Suzanne Bonamici,Democrat,White,0.58
1261,1,3974,1619,122,367,1610,256,41067-352,869,208,1132,1,Suzanne Bonamici,Democrat,White,0.58
1262,1,219,186,0,4,21,8,41067-450,47,117,169,1,Suzanne Bonamici,Democrat,White,0.58
1263,1,3136,1915,47,784,223,167,41067-390,1432,584,2079,1,Suzanne Bonamici,Democrat,White,0.58
1264,1,8982,5520,175,1383,1302,602,41067-309,2639,1440,4273,1,Suzanne Bonamici,Democrat,White,0.58
1265,1,1910,1676,3,41,93,97,41067-316,704,933,1706,1,Suzanne Bonamici,Democrat,White,0.58
1266,6,2161,1768,24,109,108,152,41067-401,1449,345,1849,6,Andrea Salinas,Democrat,Hispanic,0.55
1267,6,499,357,2,34,42,64,41067-394,164,67,249,6,Andrea Salinas,Democrat,Hispanic,0.55
1268,1,156,82,4,28,32,10,41067-416,564,239,840,1,Suzanne Bonamici,Democrat,White,0.58
1269,1,3350,2456,100,190,394,210,41067-353,1705,424,2209,1,Suzanne Bonamici,Democrat,White,0.58
1270,1,31,12,0,5,11,3,41067-374,5,4,9,1,Suzanne Bonamici,Democrat,White,0.58
1271,1,5619,3420,128,181,1552,338,41067-344,1767,877,2785,1,Suzanne Bonamici,Democrat,White,0.58
1272,6,8235,6050,108,837,731,509,41067-402,3973,2125,6356,6,Andrea Salinas,Democrat,Hispanic,0.55
1273,1,1855,1058,42,282,336,137,41067-451,717,303,1055,1,Suzanne Bonamici,Democrat,White,0.58
1274,1,265,179,2,4,53,27,41067-308,73,67,145,1,Suzanne Bonamici,Democrat,White,0.58
1275,1,1773,1231,35,295,117,95,41067-410,810,433,1312,1,Suzanne Bonamici,Democrat,White,0.58
1276,6,2785,2103,32,121,334,195,41067-433,1312,761,2148,6,Andrea Salinas,Democrat,Hispanic,0.55
1277,2,314,281,0,0,18,15,41069-3,52,150,207,2,Cliff Bentz,Republican,White,0.62
1278,2,578,518,0,3,23,34,41069-1,103,256,380,2,Cliff Bentz,Republican,White,0.62
1279,2,325,291,0,2,9,23,41069-4,55,212,281,2,Cliff Bentz,Republican,White,0.62
1280,6,29,20,0,0,4,5,41071-11,0,17,17,6,Andrea Salinas,Democrat,Hispanic,0.55
1281,6,4888,3275,36,103,1088,386,41071-15,1163,1047,2297,6,Andrea Salinas,Democrat,Hispanic,0.55
1282,6,3165,2379,14,49,578,145,41071-16,1096,973,2139,6,Andrea Salinas,Democrat,Hispanic,0.55
1283,6,3828,2715,19,58,795,241,41071-14,1234,1168,2504,6,Andrea Salinas,Democrat,Hispanic,0.55
1284,6,6666,5150,57,126,877,456,41071-4,1716,1632,3524,6,Andrea Salinas,Democrat,Hispanic,0.55
1285,6,3585,2634,9,46,668,228,41071-17,1519,1187,2801,6,Andrea Salinas,Democrat,Hispanic,0.55
1286,6,5581,4408,19,100,774,280,41071-18,2465,1785,4398,6,Andrea Salinas,Democrat,Hispanic,0.55
1287,6,6751,5481,30,142,685,413,41071-3,2384,2499,5092,6,Andrea Salinas,Democrat,Hispanic,0.55
1288,6,5463,3782,300,130,754,497,41071-26,746,1362,2199,6,Andrea Salinas,Democrat,Hispanic,0.55
1289,6,962,859,4,19,33,47,41071-1,391,453,866,6,Andrea Salinas,Democrat,Hispanic,0.55
1290,6,6470,4874,60,148,982,406,41071-2,2028,2003,4242,6,Andrea Salinas,Democrat,Hispanic,0.55
1291,6,5707,3883,41,58,1416,309,41071-19,1731,1187,3030,6,Andrea Salinas,Democrat,Hispanic,0.55
1292,6,1364,1155,10,32,75,92,41071-5,541,594,1197,6,Andrea Salinas,Democrat,Hispanic,0.55
1293,6,1653,1405,7,10,106,125,41071-12,489,862,1402,6,Andrea Salinas,Democrat,Hispanic,0.55
1294,6,4804,4075,16,65,407,241,41071-7,1652,2026,3806,6,Andrea Salinas,Democrat,Hispanic,0.55
1295,6,1939,1709,8,26,90,106,41071-9,826,934,1836,6,Andrea Salinas,Democrat,Hispanic,0.55
1296,6,4270,3085,23,48,808,306,41071-22,1186,1700,3008,6,Andrea Salinas,Democrat,Hispanic,0.55
1297,6,2697,2272,8,21,165,231,41071-21,847,1220,2139,6,Andrea Salinas,Democrat,Hispanic,0.55
1298,6,2450,1942,9,25,277,197,41071-24,536,1088,1701,6,Andrea Salinas,Democrat,Hispanic,0.55
1299,6,3539,2574,12,28,737,188,41071-10,1051,1420,2579,6,Andrea Salinas,Democrat,Hispanic,0.55
1300,6,2431,2145,1,32,99,154,41071-23,871,1163,2098,6,Andrea Salinas,Democrat,Hispanic,0.55
1301,6,2509,1939,2,30,131,407,41071-28,501,1140,1716,6,Andrea Salinas,Democrat,Hispanic,0.55
1302,6,3585,3165,8,28,185,199,41071-13,1038,2076,3209,6,Andrea Salinas,Democrat,Hispanic,0.55
