precinct_id,district_id,total,white,black,asian,hispanic,other,GEOID,democratic_votes,republican_votes,total_votes,district,representative,party,incumbent_race,margin
84,2,1558,1050,187,6,243,72,45003-Windsor,265,574,853,2,Joe Wilson,Republican,White,0.6
85,2,1363,960,183,7,162,51,45003-Windsor No. 82,241,520,772,2,Joe Wilson,Republican,White,0.6
86,2,1099,620,303,6,130,40,45003-Bath,198,278,481,2,Joe Wilson,Republican,White,0.6
87,2,1783,1589,88,2,60,44,45003-Cedar Creek No. 64,432,955,1404,2,Joe Wilson,Republican,White,0.6
88,2,1381,1131,108,2,83,57,45003-Oak Grove,188,661,860,2,Joe Wilson,Republican,White,0.6
89,2,1728,983,591,12,68,74,45003-New Ellenton,514,559,1093,2,Joe Wilson,Republican,White,0.6
90,2,1539,1367,78,13,38,43,45003-N. Augusta No. 27,265,897,1194,2,Joe Wilson,Republican,White,0.6
91,2,675,323,315,6,7,24,45003-Salley,191,259,459,2,Joe Wilson,Republican,White,0.6
92,2,2244,1456,641,4,56,87,45003-Wagener,533,919,1470,2,Joe Wilson,Republican,White,0.6
93,2,1419,662,545,10,134,68,45003-Belvedere No. 62,461,450,930,2,Joe Wilson,Republican,White,0.6
94,2,1092,963,72,16,16,25,45003-N. Augusta No. 28,235,560,807,2,Joe Wilson,Republican,White,0.6
95,2,1287,1084,95,19,38,51,45003-N. Augusta No. 67,276,759,1056,2,Joe Wilson,Republican,White,0.6
96,2,1062,826,126,38,40,32,45003-South Aiken No. 76,371,640,1020,2,Joe Wilson,Republican,White,0.6
97,2,779,562,155,17,16,29,45003-Midland Valley No. 51,360,726,1103,2,Joe Wilson,Republican,White,0.6
98,2,1564,778,630,17,78,61,45003-Breezy Hill,720,524,1267,2,Joe Wilson,Republican,White,0.6
99,2,1048,942,30,20,29,27,45003-South Creek No. 89,279,589,875,2,Joe Wilson,Republican,White,0.6
100,2,1653,1086,408,35,62,62,45003-Midlands No. 88,396,700,1104,2,Joe Wilson,Republican,White,0.6
101,2,805,557,100,3,113,32,45003-Community No. 86,212,463,685,2,Joe Wilson,Republican,White,0.6
102,2,1064,664,180,8,166,46,45003-Breezy No. 87,137,366,513,2,Joe Wilson,Republican,White,0.6
103,2,1143,777,221,23,52,70,45003-Creek No. 85,371,643,1035,2,Joe Wilson,Republican,White,0.6
104,6,1168,225,883,4,33,23,45005-Allendale No. 1,468,98,577,6,Jim Clyburn,Democrat,Black,0.65
105,6,1099,48,1023,0,13,15,45005-Allendale No. 2,486,12,508,6,Jim Clyburn,Democrat,Black,0.65
106,6,615,225,361,7,8,14,45005-Fairfax No. 1,176,110,288,6,Jim Clyburn,Democrat,Black,0.65
107,6,2018,548,1371,6,76,17,45005-Fairfax No. 2,497,77,581,6,Jim Clyburn,Democrat,Black,0.65
108,6,308,89,214,0,1,4,45005-Martin,125,50,176,6,Jim Clyburn,Democrat,Black,0.65
