precinct_id,total,white,black,asian,hispanic,other
912,1435,1181,189,11,9,45
913,300,91,206,0,0,3
914,77,52,20,0,4,1
915,1882,758,1063,3,10,48
916,911,329,535,1,27,19
917,366,78,272,0,1,15
918,594,147,418,0,5,24
919,714,337,346,1,15,15
920,932,543,346,5,9,29
921,604,182,404,0,12,6
922,74,38,35,0,0,1
923,2450,997,1307,8,43,95
924,939,471,413,2,25,28
925,778,209,538,0,16,15
926,242,68,173,0,0,1
927,1266,486,641,30,59,50
928,1635,476,1073,10,31,45
929,1119,591,453,9,29,37
930,144,41,98,0,1,4
931,858,533,270,1,20,34
932,931,266,635,5,13,12
933,919,474,407,1,19,18
934,2228,1517,600,12,42,57
935,3030,1732,1063,53,79,103
936,1115,851,173,2,64,25
937,1308,984,196,1,94,33
938,3419,1570,1373,168,172,136
939,1844,1439,239,98,41,27
940,3852,2806,652,178,123,93
941,2901,1738,891,128,74,70
942,1610,1058,309,147,47,49
943,1371,939,354,0,22,56
944,1948,1402,461,8,34,43
945,1199,883,230,3,60,23
946,1242,88,1125,0,10,19
947,803,29,748,0,7,19
948,1107,662,362,8,25,50
949,2910,2063,578,81,84,104
950,2408,1581,634,73,56,64
951,636,146,465,1,6,18
952,1554,314,1160,5,28,47
953,1483,61,1356,0,15,51
954,961,593,282,21,39,26
955,1378,478,784,11,51,54
956,877,667,114,20,43,33
957,2143,1401,593,54,49,46
958,1920,1629,182,33,40,36
959,1576,22,1514,0,7,33
960,617,509,92,0,3,13
961,2569,473,1926,13,86,71
962,2546,1267,1127,24,63,65
963,822,696,84,3,26,13
964,610,462,124,0,17,7
965,2530,1737,671,7,42,73
966,1092,538,523,3,13,15
967,1607,337,1219,3,19,29
968,1334,826,436,10,24,38
969,1776,622,1029,38,38,49
970,2005,114,1794,1,52,44
971,373,220,134,0,5,14
972,4227,2003,1928,8,136,152
973,1735,1190,421,22,42,60
974,953,667,233,0,26,27
975,659,278,356,0,13,12
976,1245,976,191,0,37,41
977,1468,842,556,8,25,37
978,1198,875,242,4,45,32
979,732,225,455,8,22,22
980,486,461,9,1,6,9
981,1049,319,688,4,13,25
982,740,633,61,4,27,15
983,4711,2356,2096,63,106,90
984,1032,588,395,1,10,38
985,3359,1935,1191,85,87,61
986,2194,496,1556,8,95,39
987,1104,39,1028,0,10,27
988,2037,1241,700,5,46,45
989,1680,280,1329,6,20,45
990,1532,778,628,8,68,50
991,699,559,122,3,2,13
992,3833,2404,966,179,167,117
993,1609,1104,331,115,25,34
994,1850,627,1135,5,43,40
995,1186,491,620,3,54,18
996,1315,1184,82,1,21,27
997,1908,1513,226,19,123,27
998,1714,378,1302,0,12,22
999,282,177,83,1,7,14
1000,1112,413,661,1,17,20
1001,974,38,892,2,25,17
1002,917,643,246,0,7,21
1003,877,621,199,10,29,18
1004,1624,239,1269,8,63,45
1005,550,388,132,11,14,5
1006,2029,1272,581,17,99,60
1007,1287,1017,167,7,57,39
1008,597,488,85,4,9,11
1009,3533,3275,75,35,66,82
1010,2593,2185,285,11,48,64
1011,1089,978,64,2,10,35
1012,1684,1580,8,7,38,51
1013,407,38,357,0,1,11
1014,3199,2988,82,9,53,67
1015,3816,2875,718,18,109,96
1016,2530,2309,107,13,49,52
1017,2756,2537,67,9,54,89
1018,2948,2769,24,14,60,81
1019,706,208,468,1,10,19
1020,722,399,188,2,113,20
1021,726,248,460,3,12,3
1022,931,604,293,0,5,29
1023,660,460,173,2,14,11
1024,988,237,700,5,38,8
1025,1318,299,961,1,40,17
1026,2196,1064,980,4,100,48
1027,1115,920,129,6,40,20
1028,2116,814,667,3,597,35
1029,1341,1199,38,14,43,47
1030,3007,2394,106,276,130,101
1031,2073,1454,136,93,324,66
1032,1879,1411,201,3,123,141
1033,2072,223,1573,6,220,50
1034,3222,2488,262,142,209,121
1035,1219,396,620,18,132,53
1036,2534,1097,619,42,705,71
1037,2090,1737,122,77,86,68
1038,2142,1493,246,71,261,71
1039,1596,1349,100,43,65,39
1040,1380,971,218,55,79,57
1041,2729,2158,99,278,102,92
1042,1905,454,950,11,422,68
1043,3139,2609,167,34,227,102
1044,2461,1395,681,12,295,78
1045,3101,2375,288,158,174,106
1046,1844,1599,84,10,81,70
1047,2647,1557,669,41,261,119
1048,3001,2602,102,24,124,149
1049,2692,1858,392,66,264,112
1050,1732,1573,34,35,43,47
1051,1637,481,886,12,185,73
1052,2086,1562,198,77,159,90
1053,3032,2645,147,10,112,118
1054,2910,2060,238,180,362,70
1055,2746,2490,74,15,69,98
1056,2520,1914,223,79,201,103
1057,3681,2590,378,99,462,152
1058,1928,1096,342,353,101,36
1059,2380,2078,97,10,114,81
1060,3906,2392,1046,24,339,105
1061,2083,1381,443,13,158,88
1062,2137,1805,106,18,148,60
1063,1749,1473,113,10,85,68
1064,5316,4360,423,123,265,145
1065,2333,2195,21,1,50,66
1066,3132,2129,184,350,363,106
1067,1735,1441,130,33,66,65
1068,1868,1317,331,26,123,71
1069,1780,1534,72,39,63,72
1070,3839,2697,829,45,181,87
1071,2096,289,1670,16,45,76
1072,1940,1747,51,19,75,48
1073,1610,1428,92,16,32,42
1074,1482,1401,15,13,21,32
1075,2535,692,1630,12,143,58
1076,1246,1090,56,10,50,40
1077,1563,1449,42,20,26,26
1078,2352,2142,80,14,67,49
1079,2147,1856,172,25,41,53
1080,6205,4259,983,237,440,286
1081,2807,1364,619,89,620,115
1082,2404,1213,807,38,249,97
1083,2708,2184,125,152,167,80
1084,1343,735,428,30,115,35
1085,2798,857,1450,70,292,129
1086,2515,2220,97,24,74,100
1087,3369,1623,1069,29,538,110
1088,3176,2308,598,54,122,94
1089,999,241,451,6,257,44
1090,3506,1470,1424,24,483,105
1091,3871,2259,1233,44,219,116
1092,2573,1183,899,8,406,77
1093,2650,2031,349,52,128,90
1094,1359,1090,85,58,48,78
1095,1969,1871,12,3,29,54
1096,2730,1965,258,148,243,116
1097,4092,2159,809,43,930,151
1098,2734,2012,396,46,208,72
1099,2881,1639,808,54,271,109
1100,1690,1425,78,18,104,65
1101,1828,1392,238,38,105,55
1102,3310,2055,454,34,635,132
1103,2299,1930,155,14,58,142
1104,2396,1472,574,106,139,105
1105,5194,3381,789,342,483,199
1106,2666,1313,832,61,351,109
1107,3708,2373,856,73,241,165
1108,3844,2287,907,188,286,176
1109,2348,1519,435,51,227,116
1110,1937,1404,156,191,118,68
1111,2771,2340,160,92,100,79
1112,4233,1705,588,17,1807,116
1113,4144,2595,922,104,385,138
1114,2186,1953,49,18,76,90
1115,2661,2398,73,12,80,98
1116,2819,623,1188,5,944,59
1117,3462,2624,459,54,222,103
1118,2168,1693,205,62,137,71
1119,2786,2227,152,173,128,106
1120,3440,3051,78,29,140,142
1121,2389,1624,390,123,150,102
1122,1446,1269,30,14,72,61
1123,2155,1795,133,85,78,64
1124,1104,946,37,26,54,41
1125,3902,2594,870,22,234,182
1126,1529,1284,109,2,93,41
1127,4058,2978,388,47,515,130
1128,3866,2459,790,88,357,172
1129,3193,1494,1014,64,519,102
1130,3625,1925,1275,12,254,159
1131,2364,2057,86,54,99,68
1132,2892,1815,262,354,326,135
1133,3262,2177,495,82,382,126
1134,2506,1546,493,172,206,89
1135,1811,1652,46,29,44,40
1136,1799,385,1213,5,133,63
1137,1795,1190,267,9,266,63
1138,3677,3250,114,19,188,106
1139,2895,2252,193,52,287,111
1140,2203,1842,84,103,102,72
1141,3114,2040,565,52,340,117
1142,2525,1660,469,56,222,118
1143,2979,2298,314,42,206,119
1144,2441,1383,591,14,344,109
1145,2710,1519,712,77,290,112
1146,3002,2010,528,54,287,123
1147,3061,2796,19,9,115,122
1148,4222,3624,134,15,229,220
1149,2553,1393,730,7,379,44
1150,2751,2046,225,159,215,106
1151,2921,1875,515,86,338,107
1152,1943,1375,306,29,167,66
1153,2750,1815,452,81,304,98
1154,2039,1666,95,112,102,64
1155,3754,2673,347,172,449,113
1156,2147,1940,34,48,73,52
1157,3377,2218,536,29,450,144
1158,3261,2567,363,53,202,76
1159,3535,1530,1108,11,777,109
1160,2673,1483,657,91,342,100
1161,4121,2872,424,375,314,136
1162,4176,3746,115,26,163,126
1163,2714,2063,243,109,193,106
1164,3298,1976,700,47,459,116
1165,2665,2121,274,36,103,131
1166,2033,1660,205,8,69,91
1167,2823,2518,106,11,69,119
1168,1979,1299,346,30,229,75
1169,2384,1706,335,38,216,89
1170,3336,1895,367,133,823,118
1171,5966,4439,591,224,482,230
1172,2504,2078,257,7,87,75
1173,3436,1336,1126,8,841,125
1174,1739,1400,110,44,132,53
1175,2795,1504,394,26,768,103
1176,3731,1594,731,34,1260,112
1177,3268,1761,1168,31,144,164
1178,2776,2148,249,163,149,67
1179,1443,1123,247,14,34,25
1180,894,687,176,1,11,19
1181,1362,1088,150,24,41,59
1182,872,222,515,8,111,16
1183,1670,142,1188,1,317,22
1184,1203,853,221,49,32,48
1185,255,161,77,0,14,3
1186,1134,877,161,3,41,52
1187,1512,626,784,15,41,46
1188,1139,617,475,2,14,31
1189,1302,1165,62,9,21,45
1190,757,151,532,11,35,28
1191,595,468,92,2,16,17
1192,801,637,124,1,12,27
1193,1880,645,899,14,278,44
1194,1194,740,383,1,33,37
1195,948,385,495,7,21,40
1196,737,668,40,5,3,21
1197,1042,897,88,5,12,40
1198,1168,616,442,21,46,43
1199,1079,713,238,23,78,27
1200,978,768,161,5,32,12
1201,850,544,231,33,11,31
1202,1528,1205,264,4,25,30
1203,1376,589,647,7,100,33
1204,1418,921,378,4,85,30
1205,1242,576,419,3,212,32
1206,2942,1808,907,31,147,49
1207,1330,238,809,6,231,46
1208,1213,1142,29,9,17,16
1209,785,176,449,1,147,12
1210,805,716,46,10,15,18
1211,1022,681,250,30,34,27
1212,1420,549,605,8,206,52
1213,1082,856,151,15,35,25
1214,1178,630,381,3,122,42
1215,1002,608,338,5,19,32
1216,876,756,77,1,16,26
1217,1404,941,333,29,53,48
1218,1024,626,317,0,71,10
1219,1063,683,279,19,31,51
1220,282,182,79,1,10,10
1221,914,721,151,2,14,26
1222,776,655,82,3,18,18
1223,383,327,38,3,8,7
1224,1332,1113,90,68,27,34
1225,953,857,50,11,16,19
1226,177,126,39,0,8,4
1227,1009,479,488,7,23,12
1228,908,578,254,7,23,46
1229,256,198,56,0,2,0
1230,825,628,176,0,4,17
1231,685,439,217,0,11,18
1232,596,343,227,2,7,17
1233,804,380,386,0,15,23
1234,468,214,237,0,6,11
1235,3423,687,2300,20,376,40
1236,350,105,225,0,13,7
1237,155,49,100,0,4,2
1238,331,42,273,2,8,6
1239,1266,617,579,17,20,33
1240,1569,914,585,31,20,19
1241,315,272,33,2,1,7
1242,91,89,2,0,0,0
1243,74,49,22,0,1,2
1244,383,53,324,0,3,3
1245,2043,863,1106,4,31,39
1246,1074,398,614,1,23,38
1247,3120,2234,550,11,192,133
1248,913,777,81,9,21,25
1249,201,93,78,4,13,13
1250,2267,1941,220,8,43,55
1251,1767,1152,481,5,70,59
1252,3774,3188,312,53,102,119
1253,1464,1124,232,15,53,40
1254,2180,1814,162,13,66,125
1255,2599,2397,42,34,41,85
1256,2471,2332,18,15,45,61
1257,2004,1745,108,24,56,71
1258,2054,1878,35,31,50,60
1259,3339,2965,118,26,119,111
1260,2712,2272,137,70,142,91
1261,3581,2803,262,112,208,196
1262,2514,2016,278,54,101,65
1263,2000,1668,116,3,121,92
1264,2689,2369,109,23,92,96
1265,1431,1334,46,2,26,23
1266,4364,3139,807,45,223,150
1267,1330,361,770,5,129,65
1268,2611,961,839,156,439,216
1269,619,513,69,0,12,25
1270,2191,1857,73,17,171,73
1271,1850,1442,284,1,72,51
1272,3976,3446,135,95,158,142
1273,1477,1314,78,3,31,51
1274,1730,1214,374,6,63,73
1275,3151,2855,72,71,58,95
1276,2135,2002,27,27,43,36
1277,1104,1027,18,18,28,13
1278,1379,1042,187,13,74,63
1279,3420,2250,948,23,108,91
1280,2544,2238,148,31,69,58
1281,3331,2404,334,90,328,175
1282,5812,4534,487,131,291,369
1283,3617,2981,154,133,187,162
1284,2486,1895,159,31,263,138
1285,2091,1761,72,19,154,85
1286,4086,3395,244,36,220,191
1287,2641,1840,427,14,229,131
1288,245,207,18,0,15,5
1289,2499,2332,13,7,40,107
1290,1283,1230,2,4,12,35
1291,2301,2183,39,8,36,35
1292,1477,1365,16,3,42,51
1293,2567,2274,62,32,99,100
1294,1207,839,298,0,29,41
1295,1920,1599,173,0,77,71
1296,1984,1418,330,26,139,71
1297,1656,1485,75,6,27,63
1298,427,264,131,0,8,24
1299,791,677,43,3,39,29
1300,4128,2681,1173,20,106,148
1301,890,715,124,3,13,35
1302,2371,1511,223,36,494,107
1303,1603,1329,81,27,72,94
1304,2102,1875,64,40,69,54
1305,3040,2655,90,61,127,107
1306,2690,2000,273,14,297,106
1307,2685,1928,354,45,238,120
1308,2553,1838,168,59,400,88
1309,2564,2123,122,88,97,134
1310,1970,1135,721,3,49,62
1311,2183,1935,62,5,85,96
1312,3940,3395,222,37,151,135
1313,1872,1728,73,4,19,48
1314,1007,757,190,2,24,34
1315,1760,1376,251,19,63,51
1316,2456,2225,66,12,80,73
1317,3063,2892,38,17,59,57
1318,4869,4090,340,56,204,179
1319,1569,1393,82,0,53,41
1320,1579,1129,358,2,57,33
1321,773,608,63,2,55,45
1322,1582,1370,88,24,66,34
1323,1977,1488,210,34,152,93
1324,2020,1754,85,22,91,68
1325,2093,1801,105,53,71,63
1326,2868,2460,147,42,99,120
1327,3540,2592,608,17,207,116
1328,2080,1694,243,28,56,59
1329,2056,1340,491,55,82,88
1330,1206,973,120,19,47,47
1331,2482,2239,53,27,81,82
1332,1886,1734,34,19,46,53
1333,2074,1974,32,9,28,31
1334,1622,1441,35,23,67,56
1335,2040,1813,52,25,101,49
1336,2545,1875,239,59,261,111
1337,5032,4065,258,85,378,246
1338,812,681,58,0,39,34
1339,790,634,72,1,59,24
1340,1032,902,84,0,19,27
1341,613,79,514,1,2,17
1342,1795,927,730,10,65,63
1343,2124,669,1282,16,98,59
1344,1358,923,301,4,61,69
1345,4349,2781,1040,61,292,175
1346,2871,2043,335,56,332,105
1347,3734,3080,189,98,167,200
1348,2758,2375,112,24,126,121
1349,2768,1762,414,62,310,220
1350,3241,1403,645,42,984,167
1351,4410,3501,314,99,287,209
1352,1656,1453,73,2,57,71
1353,2535,1999,179,61,168,128
1354,2419,1863,99,14,329,114
1355,4524,3845,193,72,255,159
1356,2071,1386,106,38,450,91
1357,2742,2560,29,11,49,93
1358,959,903,13,4,14,25
1359,2859,2494,101,58,76,130
1360,2983,2670,57,64,93,99
1361,1499,913,478,3,62,43
1362,2298,2017,78,22,77,104
1363,1780,1386,225,1,98,70
1364,5480,4236,466,90,442,246
1365,2451,1208,1048,21,88,86
1366,1042,556,383,11,31,61
1367,1141,482,564,15,41,39
1368,898,784,51,4,29,30
1369,5392,4124,512,81,454,221
1370,1617,1443,44,10,74,46
1371,2930,2720,61,19,63,67
1372,488,125,347,2,9,5
1373,661,321,294,0,37,9
1374,1330,732,441,7,99,51
1375,3445,1079,1820,17,477,52
1376,758,562,153,0,16,27
1377,474,380,49,0,35,10
1378,1588,432,459,16,626,55
1379,1168,313,437,13,367,38
1380,2298,824,950,11,444,69
1381,401,383,5,7,5,1
1382,912,449,312,7,104,40
1383,1624,1092,230,19,249,34
1384,726,109,510,5,69,33
1385,1284,789,255,21,178,41
1386,1425,575,486,14,298,52
1387,1017,553,321,2,125,16
1388,2744,2595,25,19,57,48
1389,759,303,366,2,48,40
1390,1524,1008,384,1,94,37
1391,936,657,234,4,13,28
1392,1475,961,414,6,48,46
1393,1826,1525,196,4,37,64
1394,1740,792,819,29,56,44
1395,464,307,127,2,15,13
1396,869,716,99,10,21,23
1397,616,240,310,2,38,26
1398,1091,800,180,4,73,34
1399,2006,1467,399,4,73,63
1400,1609,948,561,1,49,50
1401,2330,1665,354,21,161,129
1402,2579,1831,531,23,93,101
1403,1940,1332,413,20,71,104
1404,1496,1050,289,22,71,64
1405,2390,1627,491,15,163,94
1406,1672,1131,292,11,153,85
1407,1471,877,425,16,75,78
1408,1802,1301,411,3,55,32
1409,614,492,93,2,6,21
1410,1546,1011,416,9,53,57
1411,2038,1460,409,11,83,75
1412,1699,1371,214,11,44,59
1413,1397,1117,155,25,57,43
1414,1686,922,523,10,152,79
1415,2103,1736,251,5,39,72
1416,1069,297,693,7,45,27
1417,1613,1223,271,4,32,83
1418,958,654,269,1,11,23
1419,1906,1182,581,19,72,52
1420,2009,1564,310,5,50,80
1421,1990,1322,483,11,93,81
1422,1803,1298,434,4,26,41
1423,1029,829,150,6,17,27
1424,4298,3088,458,196,382,174
1425,2351,2059,170,6,41,75
1426,978,858,70,0,18,32
1427,621,428,166,2,9,16
1428,1820,385,1277,6,114,38
1429,1421,1093,213,17,47,51
1430,2369,1558,645,9,103,54
1431,1511,1061,309,2,72,67
1432,2302,1176,835,2,225,64
1433,2317,1329,856,4,66,62
1434,1505,1310,102,18,39,36
1435,3625,2598,295,336,258,138
1436,1134,679,397,1,14,43
1437,2529,1680,685,8,90,66
1438,2302,1788,216,66,158,74
1439,2035,1325,608,5,29,68
1440,1594,1356,186,3,18,31
1441,2454,2323,36,18,49,28
1442,2625,1060,1325,13,134,93
1443,2932,1746,856,9,255,66
1444,2342,1630,418,33,210,51
1445,1466,1011,398,3,27,27
1446,3514,2447,305,212,387,163
1447,3091,2317,294,127,242,111
1448,1627,1435,130,1,15,46
1449,2672,2118,210,80,160,104
1450,921,600,260,3,28,30
1451,1984,1542,172,59,154,57
1452,3083,1499,1176,11,303,94
1453,2808,2614,69,30,58,37
1454,1440,1244,118,0,22,56
1455,1634,1294,220,6,48,66
1456,1359,1039,138,33,126,23
1457,1112,832,192,6,49,33
1458,1357,875,381,20,44,37
1459,1252,846,252,2,83,69
1460,919,838,48,0,7,26
1461,1959,1258,601,19,30,51
1462,2349,1679,508,33,76,53
1463,1824,1417,307,20,49,31
1464,1831,740,974,27,31,59
1465,2443,1745,368,3,219,108
1466,1948,1370,474,0,52,52
1467,737,661,51,4,7,14
1468,1664,1053,401,3,139,68
1469,1990,1660,176,8,81,65
1470,2785,2463,124,3,95,100
1471,2296,1782,335,8,105,66
1472,3088,1815,835,12,282,144
1473,795,288,459,1,28,19
1474,676,184,438,1,29,24
1475,1544,711,571,1,220,41
1476,997,226,714,1,25,31
1477,1864,1170,437,23,186,48
1478,1502,1097,307,9,52,37
1479,1454,1160,216,2,44,32
1480,1585,661,829,2,34,59
1481,1480,1034,354,8,40,44
1482,850,761,34,0,18,37
1483,1487,1385,30,0,13,59
1484,732,476,215,1,16,24
1485,1167,840,223,10,31,63
1486,1016,685,225,3,65,38
1487,1550,1018,447,0,46,39
1488,1899,1458,362,5,25,49
1489,2127,1328,412,6,321,60
1490,1624,1383,82,6,82,71
1491,585,395,144,2,13,31
1492,705,461,193,2,19,30
1493,1923,409,1443,0,53,18
1494,775,158,575,2,11,29
1495,786,354,399,6,10,17
1496,1253,331,887,3,8,24
1497,304,191,108,0,1,4
1498,607,246,331,0,19,11
1499,444,65,362,0,7,10
1500,383,213,155,0,4,11
1501,812,432,342,0,14,24
1502,635,75,544,5,3,8
1503,715,183,510,0,5,17
1504,213,39,172,0,0,2
1505,339,188,126,0,9,16
1506,500,286,202,0,6,6
1507,377,84,281,7,2,3
1508,668,190,456,1,9,12
1509,919,256,643,2,6,12
1510,197,134,60,0,0,3
1511,193,128,60,0,1,4
1512,253,99,142,0,6,6
1513,3221,3003,37,36,59,86
1514,3500,2732,289,173,176,130
1515,1563,1311,148,11,62,31
1516,2306,1125,982,20,128,51
1517,2704,2548,31,20,42,63
1518,2706,2189,240,20,136,121
1519,1721,1492,55,3,75,96
1520,1661,1158,310,42,73,78
1521,2289,1596,353,28,210,102
1522,1787,1205,331,87,79,85
1523,2597,1896,327,148,130,96
1524,2123,1066,841,45,84,87
1525,881,680,105,12,35,49
1526,2150,1502,406,21,115,106
1527,4110,1371,2124,42,408,165
1528,1849,975,649,38,82,105
1529,3481,2751,394,66,154,116
1530,1951,1459,269,53,95,75
1531,1312,954,233,5,53,67
1532,2471,1875,284,31,145,136
1533,1634,1259,181,8,108,78
1534,1760,1606,31,7,45,71
1535,2497,2285,65,30,57,60
1536,2655,1860,464,58,191,82
1537,2467,2027,108,5,142,185
1538,1918,1407,225,19,180,87
1539,2574,2000,301,44,115,114
1540,1733,1346,180,1,131,75
1541,1788,1165,131,251,170,71
1542,1751,993,567,55,73,63
1543,2600,1752,335,6,358,149
1544,1929,1430,205,10,179,105
1545,2493,2117,103,3,178,92
1546,2322,1118,823,83,144,154
1547,2801,2362,136,23,190,90
1548,2998,1867,567,47,405,112
1549,2514,1514,653,83,140,124
1550,2042,1481,292,23,147,99
1551,3779,3159,251,80,143,146
1552,2317,2095,50,30,68,74
1553,2233,1075,392,37,667,62
1554,2646,1754,624,5,176,87
1555,3345,2758,194,122,131,140
1556,2422,1659,544,44,109,66
1557,3780,2794,201,214,454,117
1558,4020,2997,490,152,222,159
1559,2575,1905,351,115,107,97
1560,1002,812,107,5,36,42
1561,1424,1255,28,72,26,43
1562,1805,1396,149,3,193,64
1563,2257,1995,47,89,74,52
1564,1645,1168,262,49,104,62
1565,2217,1688,276,77,95,81
1566,3297,2500,241,278,143,135
1567,2472,1593,390,50,334,105
1568,3077,2764,100,19,107,87
1569,2197,1802,188,63,67,77
1570,1486,1206,76,76,72,56
1571,1891,1547,148,9,118,69
1572,1985,1638,26,6,226,89
1573,2979,2484,145,182,98,70
1574,1481,1112,240,22,44,63
1575,2821,1860,569,26,252,114
1576,2321,1790,237,39,160,95
1577,1551,1280,131,6,77,57
1578,3575,2222,927,76,211,139
1579,2728,2214,146,10,229,129
1580,2520,2319,28,39,73,61
1581,2538,1947,287,85,128,91
1582,2274,1583,415,111,85,80
1583,4472,3359,608,60,230,215
1584,2047,1517,303,47,90,90
1585,3038,2339,268,10,247,174
1586,2413,2273,37,6,36,61
1587,3004,2464,136,207,77,120
1588,4545,3576,398,93,287,191
1589,2557,1626,545,104,172,110
1590,2701,1836,456,3,286,120
1591,1133,817,237,1,36,42
1592,1947,1154,578,47,88,80
1593,2841,2033,339,6,346,117
1594,2307,1931,170,40,90,76
1595,855,603,181,6,38,27
1596,3089,2411,379,47,137,115
1597,2379,2097,125,47,42,68
1598,1667,1410,147,1,61,48
1599,2081,1467,439,11,89,75
1600,1572,1002,442,19,48,61
1601,1707,1190,214,124,106,73
1602,1215,284,464,5,419,43
1603,949,811,61,8,34,35
1604,2270,1495,463,41,171,100
1605,1760,1575,95,22,28,40
1606,3130,2436,351,27,156,160
1607,2276,1611,479,44,68,74
1608,1931,836,837,95,96,67
1609,358,88,261,0,4,5
1610,616,336,232,3,18,27
1611,2248,808,1340,5,32,63
1612,985,325,613,5,7,35
1613,266,251,3,2,1,9
1614,494,468,18,0,1,7
1615,228,57,161,0,3,7
1616,238,162,61,2,4,9
1617,891,456,407,1,6,21
1618,1905,1734,88,11,23,49
1619,213,89,112,0,4,8
1620,1594,625,822,0,104,43
1621,1403,521,843,4,18,17
1622,283,102,168,0,4,9
1623,1312,336,882,32,22,40
1624,1467,843,532,8,14,70
1625,1655,745,842,11,25,32
1626,2923,680,2127,3,53,60
1627,1317,789,474,0,13,41
1628,2217,914,1205,7,33,58
1629,1721,543,1127,1,15,35
1630,710,479,180,4,13,34
1631,818,267,506,2,14,29
1632,1497,1071,347,14,35,30
1633,1831,684,1052,5,30,60
1634,236,74,154,1,4,3
1635,1260,394,793,0,27,46
1636,597,300,284,0,3,10
1637,440,246,152,0,3,39
1638,335,210,108,0,4,13
1639,869,420,357,1,14,77
1640,373,258,84,0,5,26
1641,1536,467,899,0,25,145
1642,1971,684,1176,11,10,90
1643,867,575,124,4,6,158
1644,1689,808,473,4,14,390
1645,4217,1303,2469,35,298,112
1646,2323,981,1222,4,58,58
1647,1558,887,566,2,9,94
1648,1096,161,873,11,9,42
1649,407,202,152,4,8,41
1650,2327,720,1496,5,22,84
1651,1576,944,504,5,16,107
1652,1047,673,170,8,162,34
1653,366,303,38,1,15,9
1654,779,590,158,0,11,20
1655,1207,915,231,3,23,35
1656,1761,1581,101,3,31,45
1657,1360,794,336,1,208,21
1658,925,183,638,0,84,20
1659,729,433,167,3,100,26
1660,548,399,109,0,19,21
1661,1553,1265,220,6,33,29
1662,61,13,40,0,5,3
1663,1599,649,611,7,290,42
1664,532,249,206,1,60,16
1665,2120,1540,284,7,257,32
1666,1190,591,395,15,159,30
1667,652,112,453,0,51,36
1668,884,111,658,1,88,26
1669,1522,810,555,19,105,33
1670,1491,1323,110,5,15,38
1671,1101,311,659,5,78,48
1672,126,109,12,0,2,3
1673,643,508,96,0,20,19
1674,892,519,301,6,32,34
1675,1228,772,382,4,41,29
1676,833,578,190,0,52,13
1677,1160,789,262,1,88,20
1678,875,776,55,2,15,27
1679,520,450,45,1,9,15
1680,1003,738,202,4,16,43
1681,1002,749,213,2,16,22
1682,4094,3211,95,18,593,177
1683,500,459,4,1,13,23
1684,2558,2230,84,6,120,118
1685,1076,1017,3,5,17,34
1686,4563,3816,110,12,422,203
1687,3751,3327,186,15,104,119
1688,1587,1427,51,12,38,59
1689,1550,1405,30,6,42,67
1690,1828,1719,9,2,35,63
1691,903,825,24,0,13,41
1692,1087,1012,18,6,18,33
1693,1087,996,23,2,18,48
1694,1283,1131,60,13,47,32
1695,2544,2383,3,9,44,105
1696,2293,2105,22,12,49,105
1697,2347,2042,65,0,152,88
1698,2486,2387,4,10,37,48
1699,2661,2559,6,13,33,50
1700,2281,1968,119,28,106,60
1701,3385,2241,813,55,142,134
1702,2543,2115,196,12,113,107
1703,2168,1726,261,27,60,94
1704,3284,2681,201,131,103,168
1705,2510,1975,283,44,99,109
1706,3370,2103,923,28,176,140
1707,344,305,6,2,12,19
1708,1697,1339,200,20,95,43
1709,1044,722,210,5,55,52
1710,1465,1356,2,5,32,70
1711,777,725,15,0,15,22
1712,513,483,9,0,4,17
1713,718,251,426,0,27,14
1714,1461,839,537,1,34,50
1715,1370,424,884,2,20,40
1716,840,405,392,1,28,14
1717,1098,671,391,9,6,21
1718,493,326,149,4,4,10
1719,1372,50,1276,2,10,34
1720,715,486,196,1,3,29
1721,1558,823,630,2,38,65
1722,1906,817,918,2,93,76
1723,1236,912,238,1,58,27
1724,1084,545,464,7,23,45
1725,762,228,506,2,5,21
1726,1577,1017,487,5,13,55
1727,1970,531,1373,7,22,37
1728,601,452,128,0,4,17
1729,2090,908,1031,9,30,112
1730,1955,409,1493,9,14,30
1731,1927,530,1306,37,14,40
1732,1937,607,1140,53,101,36
1733,1872,565,1195,13,38,61
1734,1342,958,277,0,25,82
1735,1128,16,1081,0,2,29
1736,1382,667,635,3,19,58
1737,1446,814,521,8,30,73
1738,1320,537,737,2,14,30
1739,840,304,460,30,15,31
1740,942,267,598,61,5,11
1741,696,61,594,3,14,24
1742,1418,119,1253,2,21,23
1743,2650,115,2439,20,34,42
1744,610,42,518,1,25,24
1745,889,240,585,11,22,31
1746,731,309,376,20,3,23
1747,770,286,432,29,13,10
1748,649,155,430,41,3,20
1749,1290,589,620,8,34,39
1750,1082,262,780,3,12,25
1751,606,296,273,0,17,20
1752,1629,1087,414,46,23,59
1753,1152,81,1027,7,7,30
1754,1257,621,572,12,9,43
1755,1118,15,1082,2,4,15
1756,620,10,591,3,3,13
1757,1603,199,1279,14,74,37
1758,641,244,328,2,54,13
1759,1357,332,949,4,23,49
1760,1012,502,472,2,17,19
1761,2060,988,903,73,45,51
1762,862,377,381,51,18,35
1763,2118,308,1652,95,31,32
1764,1589,494,1033,4,19,39
1765,1216,158,1012,1,20,25
1766,1977,1290,406,120,103,58
1767,1606,1472,8,4,27,95
1768,1496,1221,70,9,113,83
