precinct_id,state,total_votes,ei_white_dem_vote_fraction,ei_white_rep_vote_fraction,ei_white_party_of_choice,ei_white_precinct_confidence,ei_black_dem_vote_fraction,ei_black_rep_vote_fraction,ei_black_party_of_choice,ei_black_precinct_confidence,ei_asian_dem_vote_fraction,ei_asian_rep_vote_fraction,ei_asian_party_of_choice,ei_asian_precinct_confidence,ei_hispanic_dem_vote_fraction,ei_hispanic_rep_vote_fraction,ei_hispanic_party_of_choice,ei_hispanic_precinct_confidence
641,Oregon,591,0.423161,0.576839,republican,0.5768,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
642,Oregon,1020,0.545666,0.454334,democratic,0.5457,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
643,Oregon,1165,0.47869,0.52131,republican,0.5213,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,0.997062,0.002938,democratic,0.9971
644,Oregon,1132,0.497825,0.502175,republican,0.5022,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
645,Oregon,1014,0.340604,0.659396,republican,0.6594,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
646,Oregon,824,0.509274,0.490726,democratic,0.5093,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
647,Oregon,1438,0.544063,0.455937,democratic,0.5441,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
648,Oregon,1215,0.603689,0.396311,democratic,0.6037,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
649,Oregon,751,0.271483,0.728517,republican,0.7285,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
650,Oregon,1172,0.340399,0.659601,republican,0.6596,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
651,Oregon,1744,0.530007,0.469993,democratic,0.53,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
652,Oregon,1,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
653,Oregon,1425,0.159127,0.840873,republican,0.8409,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
654,Oregon,491,0.179768,0.820232,republican,0.8202,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
655,Oregon,1963,0.405426,0.594574,republican,0.5946,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.535804,0.464196,democratic,0.5358
656,Oregon,987,0.181621,0.818379,republican,0.8184,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
657,Oregon,75,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
658,Oregon,820,0.336249,0.663751,republican,0.6638,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
659,Oregon,1150,0.282945,0.717055,republican,0.7171,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
660,Oregon,1673,0.37185,0.62815,republican,0.6281,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.298603,0.701397,republican,0.7014
661,Oregon,2667,0.361348,0.638652,republican,0.6387,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.237107,0.762893,republican,0.7629
662,Oregon,817,0.374888,0.625112,republican,0.6251,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.047658,0.952342,republican,0.9523
663,Oregon,1415,0.229958,0.770042,republican,0.77,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
664,Oregon,1635,0.325463,0.674537,republican,0.6745,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.35253,0.64747,republican,0.6475
665,Oregon,879,0.14857,0.85143,republican,0.8514,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
666,Oregon,1672,0.435982,0.564018,republican,0.564,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.504851,0.495149,democratic,0.5049
667,Oregon,26,0.274743,0.725257,republican,0.7253,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
668,Oregon,2244,0.380016,0.619984,republican,0.62,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.11305,0.88695,republican,0.887
669,Oregon,809,0.372065,0.627935,republican,0.6279,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
670,Oregon,666,0.154765,0.845235,republican,0.8452,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
671,Oregon,319,0.111207,0.888793,republican,0.8888,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
672,Oregon,139,0.042761,0.957239,republican,0.9572,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
673,Oregon,842,0.165989,0.834011,republican,0.834,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
674,Oregon,49,0.015706,0.984294,republican,0.9843,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
675,Oregon,1043,0.162555,0.837445,republican,0.8374,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
676,Oregon,240,0.185329,0.814671,republican,0.8147,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
677,Oregon,505,0.183001,0.816999,republican,0.817,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
678,Oregon,223,0.040735,0.959265,republican,0.9593,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
679,Oregon,1910,0.171214,0.828786,republican,0.8288,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
680,Oregon,188,0.059517,0.940483,republican,0.9405,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
681,Oregon,1102,0.138317,0.861683,republican,0.8617,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
682,Oregon,662,0.125688,0.874312,republican,0.8743,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
683,Oregon,42,0.289309,0.710691,republican,0.7107,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
684,Oregon,319,0.162944,0.837056,republican,0.8371,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
685,Oregon,1423,0.167159,0.832841,republican,0.8328,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
686,Oregon,1394,0.271818,0.728182,republican,0.7282,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
687,Oregon,1070,0.257386,0.742614,republican,0.7426,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
688,Oregon,994,0.259697,0.740303,republican,0.7403,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
689,Oregon,663,0.379671,0.620329,republican,0.6203,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
690,Oregon,56,0.031154,0.968846,republican,0.9688,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
691,Oregon,582,0.354791,0.645209,republican,0.6452,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
692,Oregon,730,0.129741,0.870259,republican,0.8703,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
693,Oregon,819,0.175446,0.824554,republican,0.8246,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
694,Oregon,117,0.278176,0.721824,republican,0.7218,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
695,Oregon,905,0.138961,0.861039,republican,0.861,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
696,Oregon,1116,0.16672,0.83328,republican,0.8333,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
697,Oregon,251,0.379383,0.620617,republican,0.6206,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
698,Oregon,2223,0.397535,0.602465,republican,0.6025,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.140011,0.859989,republican,0.86
699,Oregon,3,0.619537,0.380463,democratic,0.6195,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
700,Oregon,448,0.092323,0.907677,republican,0.9077,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
701,Oregon,762,0.137224,0.862776,republican,0.8628,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
702,Oregon,492,0.195562,0.804438,republican,0.8044,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
703,Oregon,780,0.090338,0.909662,republican,0.9097,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
704,Oregon,384,0.202846,0.797154,republican,0.7972,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
705,Oregon,638,0.114181,0.885819,republican,0.8858,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
706,Oregon,852,0.21171,0.78829,republican,0.7883,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
707,Oregon,69,0.178471,0.821529,republican,0.8215,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
708,Oregon,65,0.048357,0.951643,republican,0.9516,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
709,Oregon,1530,0.17802,0.82198,republican,0.822,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
710,Oregon,692,0.221825,0.778175,republican,0.7782,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
711,Oregon,1417,0.294274,0.705726,republican,0.7057,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
712,Oregon,1131,0.175793,0.824207,republican,0.8242,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
713,Oregon,280,0.017092,0.982908,republican,0.9829,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
714,Oregon,579,0.171463,0.828537,republican,0.8285,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
715,Oregon,41,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
716,Oregon,248,0.185868,0.814132,republican,0.8141,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
717,Oregon,1319,0.326404,0.673596,republican,0.6736,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.085815,0.914185,republican,0.9142
718,Oregon,227,0.167923,0.832077,republican,0.8321,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
719,Oregon,500,0.102701,0.897299,republican,0.8973,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
720,Oregon,708,0.203198,0.796802,republican,0.7968,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
721,Oregon,139,0.16821,0.83179,republican,0.8318,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
722,Oregon,702,0.209228,0.790772,republican,0.7908,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
723,Oregon,1210,0.255007,0.744993,republican,0.745,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
724,Oregon,957,0.123032,0.876968,republican,0.877,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
725,Oregon,1022,0.163275,0.836725,republican,0.8367,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
726,Oregon,2227,0.237159,0.762841,republican,0.7628,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
727,Oregon,527,0.170568,0.829432,republican,0.8294,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
728,Oregon,687,0.241574,0.758426,republican,0.7584,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
729,Oregon,1450,0.271308,0.728692,republican,0.7287,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
730,Oregon,1202,0.164321,0.835679,republican,0.8357,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
731,Oregon,762,0.508527,0.491473,democratic,0.5085,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
732,Oregon,1317,0.307809,0.692191,republican,0.6922,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.231319,0.768681,republican,0.7687
733,Oregon,33,0.332249,0.667751,republican,0.6678,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
734,Oregon,2004,0.247196,0.752804,republican,0.7528,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
735,Oregon,940,0.196963,0.803037,republican,0.803,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
736,Oregon,193,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
737,Oregon,39,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
738,Oregon,70,0.220014,0.779986,republican,0.78,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
739,Oregon,172,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
740,Oregon,68,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
741,Oregon,550,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
742,Oregon,84,0.217832,0.782168,republican,0.7822,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
743,Oregon,80,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
744,Oregon,135,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
745,Oregon,89,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
746,Oregon,23,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
747,Oregon,367,0.077731,0.922269,republican,0.9223,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
748,Oregon,827,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
749,Oregon,750,0.01173,0.98827,republican,0.9883,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
750,Oregon,854,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.221844,0.778156,republican,0.7782
751,Oregon,238,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
752,Oregon,755,0.007336,0.992664,republican,0.9927,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
753,Oregon,546,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
754,Oregon,1026,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.418662,0.581338,republican,0.5813
755,Oregon,908,0.06718,0.93282,republican,0.9328,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
756,Oregon,901,0.016258,0.983742,republican,0.9837,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
757,Oregon,850,0.006797,0.993203,republican,0.9932,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.129214,0.870786,republican,0.8708
758,Oregon,599,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
759,Oregon,821,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
761,Oregon,14,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
762,Oregon,51,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
763,Oregon,261,0.730435,0.269565,democratic,0.7304,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
764,Oregon,348,0.54852,0.45148,democratic,0.5485,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
765,Oregon,128,0.009487,0.990513,republican,0.9905,0.939287,0.060713,democratic,0.9393,0.079795,0.920205,republican,0.9202,0.195987,0.804013,republican,0.804
766,Oregon,356,0.647719,0.352281,democratic,0.6477,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
767,Oregon,101,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.200607,0.799393,republican,0.7994
768,Oregon,106,0.263813,0.736187,republican,0.7362,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
769,Oregon,228,0.161943,0.838057,republican,0.8381,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
770,Oregon,1107,0.481202,0.518798,republican,0.5188,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,0.999381,0.000619,democratic,0.9994
771,Oregon,280,0.13603,0.86397,republican,0.864,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
772,Oregon,906,0.429013,0.570987,republican,0.571,0.939287,0.060713,democratic,0.9393,0.534032,0.465968,democratic,0.534,0.679851,0.320149,democratic,0.6799
773,Oregon,42,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
774,Oregon,159,0.185132,0.814868,republican,0.8149,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
775,Oregon,875,0.166755,0.833245,republican,0.8332,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.167644,0.832356,republican,0.8324
776,Oregon,84,0.403688,0.596312,republican,0.5963,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,0.973969,0.026031,democratic,0.974
777,Oregon,895,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.479582,0.520418,republican,0.5204
778,Oregon,2335,0.310148,0.689852,republican,0.6899,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
779,Oregon,236,0.154424,0.845576,republican,0.8456,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
780,Oregon,448,0.288051,0.711949,republican,0.7119,0.229832,0.770168,republican,0.7702,0.0,1.0,republican,1.0,0.488017,0.511983,republican,0.512
781,Oregon,123,0.135183,0.864817,republican,0.8648,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
782,Oregon,50,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
783,Oregon,12,0.107662,0.892338,republican,0.8923,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
784,Oregon,581,0.193632,0.806368,republican,0.8064,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
785,Oregon,2225,0.35403,0.64597,republican,0.646,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.545378,0.454622,democratic,0.5454
786,Oregon,1345,0.452662,0.547338,republican,0.5473,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,0.872735,0.127265,democratic,0.8727
787,Oregon,984,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.514097,0.485903,democratic,0.5141
788,Oregon,2934,0.443254,0.556746,republican,0.5567,0.939287,0.060713,democratic,0.9393,0.705277,0.294723,democratic,0.7053,0.718018,0.281982,democratic,0.718
789,Oregon,2862,0.568473,0.431527,democratic,0.5685,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
790,Oregon,720,0.344792,0.655208,republican,0.6552,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.06079,0.93921,republican,0.9392
791,Oregon,216,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.260128,0.739872,republican,0.7399
792,Oregon,1979,0.128822,0.871178,republican,0.8712,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.378075,0.621925,republican,0.6219
793,Oregon,690,0.247089,0.752911,republican,0.7529,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.613355,0.386645,democratic,0.6134
794,Oregon,1876,0.209614,0.790386,republican,0.7904,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,0.656142,0.343858,democratic,0.6561
795,Oregon,157,0.169549,0.830451,republican,0.8305,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
796,Oregon,2016,0.247663,0.752337,republican,0.7523,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
797,Oregon,1379,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.187356,0.812644,republican,0.8126
798,Oregon,4704,0.210291,0.789709,republican,0.7897,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.304844,0.695156,republican,0.6952
799,Oregon,255,0.059151,0.940849,republican,0.9408,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
800,Oregon,3170,0.630483,0.369517,democratic,0.6305,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
801,Oregon,3138,0.270029,0.729971,republican,0.73,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.074346,0.925654,republican,0.9257
802,Oregon,32,0.40831,0.59169,republican,0.5917,0.0,1.0,republican,1.0,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
803,Oregon,3771,0.434772,0.565228,republican,0.5652,0.939287,0.060713,democratic,0.9393,0.739171,0.260829,democratic,0.7392,0.716238,0.283762,democratic,0.7162
804,Oregon,38,0.108934,0.891066,republican,0.8911,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
805,Oregon,945,0.117324,0.882676,republican,0.8827,0.939287,0.060713,democratic,0.9393,0.464498,0.535502,republican,0.5355,0.53892,0.46108,democratic,0.5389
806,Oregon,3665,0.286796,0.713204,republican,0.7132,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
807,Oregon,3421,0.526439,0.473561,democratic,0.5264,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
808,Oregon,1627,0.159981,0.840019,republican,0.84,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
809,Oregon,2390,0.086659,0.913341,republican,0.9133,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.545264,0.454736,democratic,0.5453
810,Oregon,3815,0.13847,0.86153,republican,0.8615,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.368049,0.631951,republican,0.632
811,Oregon,3446,0.103635,0.896365,republican,0.8964,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.412154,0.587846,republican,0.5878
812,Oregon,1015,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.57812,0.42188,democratic,0.5781
