precinct_id,state,total_votes,ei_white_dem_vote_fraction,ei_white_rep_vote_fraction,ei_white_party_of_choice,ei_white_precinct_confidence,ei_black_dem_vote_fraction,ei_black_rep_vote_fraction,ei_black_party_of_choice,ei_black_precinct_confidence,ei_asian_dem_vote_fraction,ei_asian_rep_vote_fraction,ei_asian_party_of_choice,ei_asian_precinct_confidence,ei_hispanic_dem_vote_fraction,ei_hispanic_rep_vote_fraction,ei_hispanic_party_of_choice,ei_hispanic_precinct_confidence
317,Oregon,2352,0.462077,0.537923,republican,0.5379,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
318,Oregon,3188,0.488865,0.511135,republican,0.5111,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
319,Oregon,4401,0.70007,0.29993,democratic,0.7001,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
320,Oregon,2397,0.590019,0.409981,democratic,0.59,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
321,Oregon,3548,0.494155,0.505845,republican,0.5058,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.957841,0.042159,democratic,0.9578
322,Oregon,129,0.364661,0.635339,republican,0.6353,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.023189,0.976811,republican,0.9768
323,Oregon,372,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
324,Oregon,458,0.163481,0.836519,republican,0.8365,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
325,Oregon,518,0.221807,0.778193,republican,0.7782,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
326,Oregon,541,0.146697,0.853303,republican,0.8533,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
327,Oregon,500,0.151035,0.848965,republican,0.849,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
328,Oregon,1413,0.177789,0.822211,republican,0.8222,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
329,Oregon,2825,0.304406,0.695594,republican,0.6956,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
330,Oregon,819,0.152017,0.847983,republican,0.848,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
331,Oregon,2989,0.283899,0.716101,republican,0.7161,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
332,Oregon,2297,0.317664,0.682336,republican,0.6823,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
333,Oregon,1478,0.150389,0.849611,republican,0.8496,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
334,Oregon,2855,0.297586,0.702414,republican,0.7024,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
335,Oregon,3619,0.140225,0.859775,republican,0.8598,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
336,Oregon,1758,0.168662,0.831338,republican,0.8313,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
337,Oregon,2876,0.271107,0.728893,republican,0.7289,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
338,Oregon,4701,0.176775,0.823225,republican,0.8232,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
339,Oregon,579,0.160948,0.839052,republican,0.8391,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
340,Oregon,3870,0.208417,0.791583,republican,0.7916,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
341,Oregon,3346,0.205641,0.794359,republican,0.7944,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
342,Oregon,2335,0.132896,0.867104,republican,0.8671,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
343,Oregon,3728,0.135903,0.864097,republican,0.8641,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
344,Oregon,950,0.265696,0.734304,republican,0.7343,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
345,Oregon,3789,0.169832,0.830168,republican,0.8302,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
346,Oregon,1037,0.142694,0.857306,republican,0.8573,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
347,Oregon,4015,0.126799,0.873201,republican,0.8732,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
348,Oregon,2986,0.133056,0.866944,republican,0.8669,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
349,Oregon,4226,0.179799,0.820201,republican,0.8202,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
350,Oregon,798,0.228593,0.771407,republican,0.7714,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
351,Oregon,480,0.079088,0.920912,republican,0.9209,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
352,Oregon,287,0.252117,0.747883,republican,0.7479,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
353,Oregon,367,0.232165,0.767835,republican,0.7678,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
354,Oregon,264,0.077719,0.922281,republican,0.9223,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
355,Oregon,251,0.131371,0.868629,republican,0.8686,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
356,Oregon,2969,0.110375,0.889625,republican,0.8896,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
357,Oregon,222,0.15096,0.84904,republican,0.849,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
358,Oregon,750,0.026073,0.973927,republican,0.9739,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
359,Oregon,2015,0.03231,0.96769,republican,0.9677,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
360,Oregon,1373,0.132041,0.867959,republican,0.868,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
361,Oregon,867,0.131388,0.868612,republican,0.8686,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
362,Oregon,799,0.421161,0.578839,republican,0.5788,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.545757,0.454243,democratic,0.5458
363,Oregon,914,0.313945,0.686055,republican,0.6861,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.681933,0.318067,democratic,0.6819
364,Oregon,725,0.344518,0.655482,republican,0.6555,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.073911,0.926089,republican,0.9261
365,Oregon,823,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.652147,0.347853,democratic,0.6521
366,Oregon,915,0.562563,0.437437,democratic,0.5626,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
367,Oregon,594,0.303849,0.696151,republican,0.6962,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.674568,0.325432,democratic,0.6746
368,Oregon,570,0.208304,0.791696,republican,0.7917,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.615572,0.384428,democratic,0.6156
369,Oregon,210,0.268482,0.731518,republican,0.7315,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.414983,0.585017,republican,0.585
370,Oregon,1635,0.67977,0.32023,democratic,0.6798,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
371,Oregon,921,0.412779,0.587221,republican,0.5872,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.698126,0.301874,democratic,0.6981
372,Oregon,2069,0.698613,0.301387,democratic,0.6986,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
373,Oregon,877,0.695351,0.304649,democratic,0.6954,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
374,Oregon,1655,0.669092,0.330908,democratic,0.6691,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
375,Oregon,553,0.16682,0.83318,republican,0.8332,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
376,Oregon,1691,0.210514,0.789486,republican,0.7895,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
377,Oregon,1790,0.203875,0.796125,republican,0.7961,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
378,Oregon,218,0.131044,0.868956,republican,0.869,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
379,Oregon,1280,0.25091,0.74909,republican,0.7491,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
380,Oregon,689,0.221856,0.778144,republican,0.7781,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
381,Oregon,2287,0.53719,0.46281,democratic,0.5372,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
382,Oregon,3327,0.842507,0.157493,democratic,0.8425,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
383,Oregon,1123,0.002197,0.997803,republican,0.9978,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
384,Oregon,1798,0.162151,0.837849,republican,0.8378,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
385,Oregon,1562,0.188342,0.811658,republican,0.8117,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
386,Oregon,714,0.094911,0.905089,republican,0.9051,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
387,Oregon,2124,0.144817,0.855183,republican,0.8552,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
388,Oregon,3326,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
389,Oregon,1161,0.555145,0.444855,democratic,0.5551,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
390,Oregon,3082,0.602474,0.397526,democratic,0.6025,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
391,Oregon,1644,0.098677,0.901323,republican,0.9013,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
392,Oregon,3181,0.214508,0.785492,republican,0.7855,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
393,Oregon,3792,0.767212,0.232788,democratic,0.7672,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
394,Oregon,2321,0.289087,0.710913,republican,0.7109,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.179543,0.820457,republican,0.8205
395,Oregon,3676,0.356165,0.643835,republican,0.6438,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
396,Oregon,2390,0.196291,0.803709,republican,0.8037,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
397,Oregon,3531,0.34618,0.65382,republican,0.6538,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
398,Oregon,3254,0.63036,0.36964,democratic,0.6304,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
399,Oregon,2222,0.416504,0.583496,republican,0.5835,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.545461,0.454539,democratic,0.5455
400,Oregon,1994,0.379069,0.620931,republican,0.6209,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
401,Oregon,360,0.334259,0.665741,republican,0.6657,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
402,Oregon,4109,0.259363,0.740637,republican,0.7406,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
403,Oregon,4302,0.437975,0.562025,republican,0.562,0.939287,0.060713,democratic,0.9393,0.314947,0.685053,republican,0.6851,0.595671,0.404329,democratic,0.5957
404,Oregon,3230,0.187975,0.812025,republican,0.812,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.152189,0.847811,republican,0.8478
405,Oregon,4105,0.24283,0.75717,republican,0.7572,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
406,Oregon,2315,0.242132,0.757868,republican,0.7579,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.084901,0.915099,republican,0.9151
407,Oregon,3683,0.246247,0.753753,republican,0.7538,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
408,Oregon,2608,0.21754,0.78246,republican,0.7825,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
409,Oregon,2498,0.183571,0.816429,republican,0.8164,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
410,Oregon,1777,0.239099,0.760901,republican,0.7609,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
411,Oregon,1537,0.307323,0.692677,republican,0.6927,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
412,Oregon,4129,0.165593,0.834407,republican,0.8344,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
413,Oregon,2349,0.322782,0.677218,republican,0.6772,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
414,Oregon,3528,0.842757,0.157243,democratic,0.8428,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
415,Oregon,2622,0.814646,0.185354,democratic,0.8146,0.939287,0.060713,democratic,0.9393,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
416,Oregon,1773,0.081305,0.918695,republican,0.9187,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
417,Oregon,973,0.161422,0.838578,republican,0.8386,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
418,Oregon,2932,0.113831,0.886169,republican,0.8862,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
419,Oregon,3836,0.245618,0.754382,republican,0.7544,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
420,Oregon,1113,0.24424,0.75576,republican,0.7558,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
421,Oregon,3022,0.145388,0.854612,republican,0.8546,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
422,Oregon,2083,0.281806,0.718194,republican,0.7182,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.356154,0.643846,republican,0.6438
423,Oregon,2048,0.328055,0.671945,republican,0.6719,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
424,Oregon,3910,0.450673,0.549327,republican,0.5493,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.771217,0.228783,democratic,0.7712
425,Oregon,31,0.195503,0.804497,republican,0.8045,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
426,Oregon,1636,0.053304,0.946696,republican,0.9467,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.042552,0.957448,republican,0.9574
427,Oregon,446,0.082034,0.917966,republican,0.918,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
428,Oregon,1117,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.136154,0.863846,republican,0.8638
429,Oregon,416,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
430,Oregon,146,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
431,Oregon,15,0.266666,0.733334,republican,0.7333,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
432,Oregon,718,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
433,Oregon,3262,0.223208,0.776792,republican,0.7768,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
434,Oregon,664,0.439679,0.560321,republican,0.5603,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
435,Oregon,415,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
436,Oregon,842,0.127528,0.872472,republican,0.8725,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
437,Oregon,19,0.116195,0.883805,republican,0.8838,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
438,Oregon,559,0.208452,0.791548,republican,0.7915,0.0,1.0,republican,1.0,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
439,Oregon,1116,0.073756,0.926244,republican,0.9262,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
440,Oregon,231,0.632501,0.367499,democratic,0.6325,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,1.0,0.0,democratic,1.0
441,Oregon,117,0.0,1.0,republican,1.0,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
442,Oregon,562,0.173394,0.826606,republican,0.8266,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
443,Oregon,286,0.290078,0.709922,republican,0.7099,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
444,Oregon,553,0.25167,0.74833,republican,0.7483,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
445,Oregon,2522,0.344769,0.655231,republican,0.6552,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
446,Oregon,330,0.185936,0.814064,republican,0.8141,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
447,Oregon,1002,0.251598,0.748402,republican,0.7484,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
448,Oregon,1231,0.301108,0.698892,republican,0.6989,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
449,Oregon,2630,0.206171,0.793829,republican,0.7938,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
450,Oregon,1446,0.216842,0.783158,republican,0.7832,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
451,Oregon,106,0.217297,0.782703,republican,0.7827,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.773623,0.226377,democratic,0.7736
452,Oregon,139,0.276001,0.723999,republican,0.724,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
453,Oregon,1307,0.256742,0.743258,republican,0.7433,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
454,Oregon,634,0.216012,0.783988,republican,0.784,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
455,Oregon,1703,0.194587,0.805413,republican,0.8054,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
456,Oregon,94,0.182261,0.817739,republican,0.8177,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
457,Oregon,227,0.23614,0.76386,republican,0.7639,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
458,Oregon,2016,0.269208,0.730792,republican,0.7308,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
459,Oregon,4938,0.218258,0.781742,republican,0.7817,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
460,Oregon,212,0.10468,0.89532,republican,0.8953,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
461,Oregon,3542,0.332194,0.667806,republican,0.6678,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
462,Oregon,336,0.28942,0.71058,republican,0.7106,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
463,Oregon,174,0.173129,0.826871,republican,0.8269,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
464,Oregon,1597,0.173173,0.826827,republican,0.8268,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
465,Oregon,1019,0.207975,0.792025,republican,0.792,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
466,Oregon,475,0.134776,0.865224,republican,0.8652,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
467,Oregon,1548,0.28996,0.71004,republican,0.71,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
468,Oregon,323,0.179736,0.820264,republican,0.8203,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
469,Oregon,1276,0.22221,0.77779,republican,0.7778,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
470,Oregon,776,0.218511,0.781489,republican,0.7815,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
471,Oregon,211,0.246013,0.753987,republican,0.754,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
472,Oregon,1131,0.168713,0.831287,republican,0.8313,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
473,Oregon,128,0.114942,0.885058,republican,0.8851,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
474,Oregon,1604,0.177732,0.822268,republican,0.8223,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
475,Oregon,1179,0.155746,0.844254,republican,0.8443,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
476,Oregon,279,0.273243,0.726757,republican,0.7268,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
477,Oregon,1227,0.177557,0.822443,republican,0.8224,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
478,Oregon,249,0.312477,0.687523,republican,0.6875,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
479,Oregon,1468,0.242152,0.757848,republican,0.7578,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
480,Oregon,3090,0.225233,0.774767,republican,0.7748,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
481,Oregon,215,0.241996,0.758004,republican,0.758,0.939287,0.060713,democratic,0.9393,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
482,Oregon,134,0.155069,0.844931,republican,0.8449,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
483,Oregon,1120,0.222495,0.777505,republican,0.7775,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
484,Oregon,2479,0.219203,0.780797,republican,0.7808,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
485,Oregon,902,0.233761,0.766239,republican,0.7662,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
487,Oregon,702,0.393275,0.606725,republican,0.6067,0.939287,0.060713,democratic,0.9393,0.938098,0.061902,democratic,0.9381,0.0,1.0,republican,1.0
