precinct_id,state,total_votes,ei_white_dem_vote_fraction,ei_white_rep_vote_fraction,ei_white_party_of_choice,ei_white_precinct_confidence,ei_black_dem_vote_fraction,ei_black_rep_vote_fraction,ei_black_party_of_choice,ei_black_precinct_confidence,ei_asian_dem_vote_fraction,ei_asian_rep_vote_fraction,ei_asian_party_of_choice,ei_asian_precinct_confidence,ei_hispanic_dem_vote_fraction,ei_hispanic_rep_vote_fraction,ei_hispanic_party_of_choice,ei_hispanic_precinct_confidence
332,South Carolina,986,0.24371,0.75629,republican,0.7563,0.921077,0.078923,democratic,0.9211,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
333,South Carolina,872,0.373944,0.626056,republican,0.6261,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
334,South Carolina,980,0.304355,0.695645,republican,0.6956,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
335,South Carolina,1187,0.433845,0.566155,republican,0.5662,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
336,South Carolina,636,0.147263,0.852737,republican,0.8527,0.893308,0.106692,democratic,0.8933,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
337,South Carolina,887,0.447583,0.552417,republican,0.5524,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
338,South Carolina,762,0.425742,0.574258,republican,0.5743,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
339,South Carolina,1097,0.40216,0.59784,republican,0.5978,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
340,South Carolina,1196,0.375604,0.624396,republican,0.6244,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
341,South Carolina,1110,0.432691,0.567309,republican,0.5673,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
342,South Carolina,925,0.402039,0.597961,republican,0.598,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
343,South Carolina,561,0.441294,0.558706,republican,0.5587,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
344,South Carolina,576,0.380219,0.619781,republican,0.6198,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
345,South Carolina,618,0.041585,0.958415,republican,0.9584,0.675072,0.324928,democratic,0.6751,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
346,South Carolina,195,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
347,South Carolina,809,0.076426,0.923574,republican,0.9236,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
348,South Carolina,975,0.0,1.0,republican,1.0,0.22329,0.77671,republican,0.7767,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
349,South Carolina,1152,0.047873,0.952127,republican,0.9521,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
350,South Carolina,1474,0.189461,0.810539,republican,0.8105,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
351,South Carolina,44,0.062887,0.937113,republican,0.9371,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
352,South Carolina,1045,0.0,1.0,republican,1.0,0.738276,0.261724,democratic,0.7383,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
353,South Carolina,2963,0.171124,0.828876,republican,0.8289,0.949595,0.050405,democratic,0.9496,0.855324,0.144676,democratic,0.8553,0.861442,0.138558,democratic,0.8614
354,South Carolina,1521,0.347186,0.652814,republican,0.6528,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
355,South Carolina,3097,0.238507,0.761493,republican,0.7615,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.363367,0.636633,republican,0.6366
356,South Carolina,1398,0.185054,0.814946,republican,0.8149,0.80253,0.19747,democratic,0.8025,0.204319,0.795681,republican,0.7957,0.629251,0.370749,democratic,0.6293
357,South Carolina,1070,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
358,South Carolina,1999,0.199975,0.800025,republican,0.8,0.958574,0.041426,democratic,0.9586,0.0,1.0,republican,1.0,0.251099,0.748901,republican,0.7489
359,South Carolina,1615,0.130173,0.869827,republican,0.8698,0.918184,0.081816,democratic,0.9182,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
360,South Carolina,1206,0.068104,0.931896,republican,0.9319,0.886897,0.113103,democratic,0.8869,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
361,South Carolina,926,0.008866,0.991134,republican,0.9911,0.354408,0.645592,republican,0.6456,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
362,South Carolina,869,0.011944,0.988056,republican,0.9881,0.454555,0.545445,republican,0.5454,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
363,South Carolina,1347,0.159662,0.840338,republican,0.8403,0.874992,0.125008,democratic,0.875,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
364,South Carolina,2304,0.249093,0.750907,republican,0.7509,0.749882,0.250118,democratic,0.7499,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
365,South Carolina,1454,0.416226,0.583774,republican,0.5838,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
366,South Carolina,1648,0.39163,0.60837,republican,0.6084,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
367,South Carolina,2462,0.332155,0.667845,republican,0.6678,0.749882,0.250118,democratic,0.7499,0.336819,0.663181,republican,0.6632,0.87747,0.12253,democratic,0.8775
368,South Carolina,1297,0.132894,0.867106,republican,0.8671,0.984556,0.015444,democratic,0.9846,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
369,South Carolina,1001,0.16437,0.83563,republican,0.8356,0.975866,0.024134,democratic,0.9759,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
370,South Carolina,1422,0.200551,0.799449,republican,0.7994,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
371,South Carolina,471,0.013633,0.986367,republican,0.9864,0.796851,0.203149,democratic,0.7969,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
372,South Carolina,1384,0.136984,0.863016,republican,0.863,0.878298,0.121702,democratic,0.8783,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
373,South Carolina,758,0.072366,0.927634,republican,0.9276,0.713298,0.286702,democratic,0.7133,0.0,1.0,republican,1.0,0.453425,0.546575,republican,0.5466
374,South Carolina,1756,0.214481,0.785519,republican,0.7855,1.0,0.0,democratic,1.0,0.32522,0.67478,republican,0.6748,0.699193,0.300807,democratic,0.6992
375,South Carolina,1312,0.235371,0.764629,republican,0.7646,1.0,0.0,democratic,1.0,0.685906,0.314094,democratic,0.6859,0.827206,0.172794,democratic,0.8272
376,South Carolina,2466,0.13406,0.86594,republican,0.8659,0.789557,0.210443,democratic,0.7896,0.697304,0.302696,democratic,0.6973,0.787992,0.212008,democratic,0.788
377,South Carolina,1609,0.03167,0.96833,republican,0.9683,0.20884,0.79116,republican,0.7912,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
378,South Carolina,747,0.012056,0.987944,republican,0.9879,0.524929,0.475071,democratic,0.5249,0.737317,0.262683,democratic,0.7373,0.193798,0.806202,republican,0.8062
379,South Carolina,853,0.0,1.0,republican,1.0,0.199164,0.800836,republican,0.8008,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
380,South Carolina,571,0.0,1.0,republican,1.0,0.944237,0.055763,democratic,0.9442,1.0,0.0,democratic,1.0,0.523786,0.476214,democratic,0.5238
381,South Carolina,1000,0.074834,0.925166,republican,0.9252,0.079514,0.920486,republican,0.9205,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
382,South Carolina,766,0.014108,0.985892,republican,0.9859,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
383,South Carolina,1132,0.055419,0.944581,republican,0.9446,0.726229,0.273771,democratic,0.7262,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
384,South Carolina,822,0.09777,0.90223,republican,0.9022,0.638331,0.361669,democratic,0.6383,0.737317,0.262683,democratic,0.7373,0.850748,0.149252,democratic,0.8507
385,South Carolina,1351,0.154939,0.845061,republican,0.8451,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
386,South Carolina,647,0.0,1.0,republican,1.0,0.934699,0.065301,democratic,0.9347,0.737317,0.262683,democratic,0.7373,0.879793,0.120207,democratic,0.8798
387,South Carolina,1460,0.0,1.0,republican,1.0,0.571649,0.428351,democratic,0.5716,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
388,South Carolina,386,0.119732,0.880268,republican,0.8803,0.754821,0.245179,democratic,0.7548,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
389,South Carolina,741,0.010695,0.989305,republican,0.9893,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
390,South Carolina,1601,0.190336,0.809664,republican,0.8097,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
391,South Carolina,1039,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
392,South Carolina,1143,0.011769,0.988231,republican,0.9882,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
393,South Carolina,139,0.0,1.0,republican,1.0,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
394,South Carolina,695,0.042218,0.957782,republican,0.9578,0.370577,0.629423,republican,0.6294,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
395,South Carolina,1992,0.209299,0.790701,republican,0.7907,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
396,South Carolina,1254,0.015629,0.984371,republican,0.9844,0.464198,0.535802,republican,0.5358,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
397,South Carolina,1095,0.03524,0.96476,republican,0.9648,0.728405,0.271595,democratic,0.7284,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
398,South Carolina,1379,0.124574,0.875426,republican,0.8754,0.85119,0.14881,democratic,0.8512,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
399,South Carolina,1251,0.047082,0.952918,republican,0.9529,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
400,South Carolina,918,0.281341,0.718659,republican,0.7187,0.951022,0.048978,democratic,0.951,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
401,South Carolina,2546,0.222945,0.777055,republican,0.7771,1.0,0.0,democratic,1.0,0.141481,0.858519,republican,0.8585,0.57919,0.42081,democratic,0.5792
402,South Carolina,2127,0.0806,0.9194,republican,0.9194,0.728909,0.271091,democratic,0.7289,0.719281,0.280719,democratic,0.7193,0.794658,0.205342,democratic,0.7947
403,South Carolina,797,0.0,1.0,republican,1.0,0.495918,0.504082,republican,0.5041,0.737317,0.262683,democratic,0.7373,0.256358,0.743642,republican,0.7436
404,South Carolina,1379,0.144467,0.855533,republican,0.8555,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
405,South Carolina,1459,0.030597,0.969403,republican,0.9694,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
406,South Carolina,763,0.073168,0.926832,republican,0.9268,0.641076,0.358924,democratic,0.6411,0.737317,0.262683,democratic,0.7373,0.543143,0.456857,democratic,0.5431
407,South Carolina,886,0.218427,0.781573,republican,0.7816,0.916824,0.083176,democratic,0.9168,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
408,South Carolina,659,0.128221,0.871779,republican,0.8718,0.915288,0.084712,democratic,0.9153,0.737317,0.262683,democratic,0.7373,0.683164,0.316836,democratic,0.6832
409,South Carolina,956,0.166786,0.833214,republican,0.8332,0.830047,0.169953,democratic,0.83,0.737317,0.262683,democratic,0.7373,0.56887,0.43113,democratic,0.5689
410,South Carolina,806,0.143667,0.856333,republican,0.8563,0.848296,0.151704,democratic,0.8483,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
411,South Carolina,936,0.073614,0.926386,republican,0.9264,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
412,South Carolina,392,0.291485,0.708515,republican,0.7085,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
413,South Carolina,368,0.0,1.0,republican,1.0,0.873112,0.126888,democratic,0.8731,0.604054,0.395946,democratic,0.6041,1.0,0.0,democratic,1.0
414,South Carolina,1113,0.194643,0.805357,republican,0.8054,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
415,South Carolina,301,0.128795,0.871205,republican,0.8712,0.512446,0.487554,democratic,0.5124,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
416,South Carolina,932,0.0,1.0,republican,1.0,1.0,0.0,democratic,1.0,0.98211,0.01789,democratic,0.9821,0.61048,0.38952,democratic,0.6105
417,South Carolina,916,0.183017,0.816983,republican,0.817,0.918118,0.081882,democratic,0.9181,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
418,South Carolina,976,0.061364,0.938636,republican,0.9386,0.68289,0.31711,democratic,0.6829,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
419,South Carolina,1021,0.173918,0.826082,republican,0.8261,0.795149,0.204851,democratic,0.7951,0.0,1.0,republican,1.0,0.272803,0.727197,republican,0.7272
420,South Carolina,797,0.0,1.0,republican,1.0,0.972056,0.027944,democratic,0.9721,0.737317,0.262683,democratic,0.7373,0.780615,0.219385,democratic,0.7806
421,South Carolina,1405,0.12339,0.87661,republican,0.8766,0.43262,0.56738,republican,0.5674,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
422,South Carolina,1444,0.088066,0.911934,republican,0.9119,0.868166,0.131834,democratic,0.8682,1.0,0.0,democratic,1.0,0.795598,0.204402,democratic,0.7956
423,South Carolina,1172,0.041603,0.958397,republican,0.9584,0.971404,0.028596,democratic,0.9714,0.9839,0.0161,democratic,0.9839,0.610632,0.389368,democratic,0.6106
424,South Carolina,841,0.186044,0.813956,republican,0.814,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
425,South Carolina,2273,0.258357,0.741643,republican,0.7416,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
426,South Carolina,896,0.094003,0.905997,republican,0.906,0.630859,0.369141,democratic,0.6309,0.0,1.0,republican,1.0,0.274765,0.725235,republican,0.7252
427,South Carolina,823,0.0,1.0,republican,1.0,0.711041,0.288959,democratic,0.711,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
428,South Carolina,2108,0.085536,0.914464,republican,0.9145,0.610179,0.389821,democratic,0.6102,0.737317,0.262683,democratic,0.7373,0.768282,0.231718,democratic,0.7683
429,South Carolina,1257,0.113147,0.886853,republican,0.8869,0.814129,0.185871,democratic,0.8141,0.896126,0.103874,democratic,0.8961,0.770472,0.229528,democratic,0.7705
430,South Carolina,1072,0.127233,0.872767,republican,0.8728,0.334911,0.665089,republican,0.6651,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
431,South Carolina,1185,0.163685,0.836315,republican,0.8363,0.705214,0.294786,democratic,0.7052,0.0,1.0,republican,1.0,0.085421,0.914579,republican,0.9146
432,South Carolina,1067,0.032964,0.967036,republican,0.967,0.436003,0.563997,republican,0.564,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
433,South Carolina,1062,0.189716,0.810284,republican,0.8103,0.781792,0.218208,democratic,0.7818,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
434,South Carolina,1366,0.145294,0.854706,republican,0.8547,0.928875,0.071125,democratic,0.9289,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
435,South Carolina,675,0.120558,0.879442,republican,0.8794,0.8859,0.1141,democratic,0.8859,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
436,South Carolina,2189,0.19258,0.80742,republican,0.8074,0.859429,0.140571,democratic,0.8594,0.737317,0.262683,democratic,0.7373,0.584202,0.415798,democratic,0.5842
437,South Carolina,120,0.068826,0.931174,republican,0.9312,0.263256,0.736744,republican,0.7367,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0
438,South Carolina,3044,0.210334,0.789666,republican,0.7897,0.797908,0.202092,democratic,0.7979,0.737317,0.262683,democratic,0.7373,0.638602,0.361398,democratic,0.6386
439,South Carolina,689,0.028927,0.971073,republican,0.9711,0.151499,0.848501,republican,0.8485,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
440,South Carolina,530,0.004409,0.995591,republican,0.9956,0.639425,0.360575,democratic,0.6394,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
441,South Carolina,820,0.037883,0.962117,republican,0.9621,0.662622,0.337378,democratic,0.6626,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
442,South Carolina,135,0.00134,0.99866,republican,0.9987,0.578696,0.421304,democratic,0.5787,0.737317,0.262683,democratic,0.7373,0.782784,0.217216,democratic,0.7828
443,South Carolina,1370,0.14996,0.85004,republican,0.85,0.891343,0.108657,democratic,0.8913,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
444,South Carolina,353,0.000104,0.999896,republican,0.9999,0.482706,0.517294,republican,0.5173,0.737317,0.262683,democratic,0.7373,0.136922,0.863078,republican,0.8631
445,South Carolina,201,0.051082,0.948918,republican,0.9489,0.547416,0.452584,democratic,0.5474,0.737317,0.262683,democratic,0.7373,0.994515,0.005485,democratic,0.9945
446,South Carolina,789,0.020675,0.979325,republican,0.9793,0.493392,0.506608,republican,0.5066,0.737317,0.262683,democratic,0.7373,0.342072,0.657928,republican,0.6579
447,South Carolina,233,0.0,1.0,republican,1.0,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
448,South Carolina,313,0.0,1.0,republican,1.0,0.716431,0.283569,democratic,0.7164,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
449,South Carolina,1359,0.094466,0.905534,republican,0.9055,0.0,1.0,republican,1.0,0.737317,0.262683,democratic,0.7373,0.0,1.0,republican,1.0
450,South Carolina,1112,0.0,1.0,republican,1.0,0.531045,0.468955,democratic,0.531,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
451,South Carolina,1177,0.139833,0.860167,republican,0.8602,0.700071,0.299929,democratic,0.7001,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
452,South Carolina,595,0.392032,0.607968,republican,0.608,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
453,South Carolina,244,0.649791,0.350209,democratic,0.6498,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
454,South Carolina,727,0.561041,0.438959,democratic,0.561,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
455,South Carolina,978,0.596362,0.403638,democratic,0.5964,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
456,South Carolina,706,0.672459,0.327541,democratic,0.6725,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
457,South Carolina,589,0.568132,0.431868,democratic,0.5681,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
458,South Carolina,1163,0.005087,0.994913,republican,0.9949,0.836414,0.163586,democratic,0.8364,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
459,South Carolina,716,0.654766,0.345234,democratic,0.6548,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
460,South Carolina,758,0.706558,0.293442,democratic,0.7066,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
461,South Carolina,929,0.516849,0.483151,democratic,0.5168,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
462,South Carolina,518,0.664769,0.335231,democratic,0.6648,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
463,South Carolina,687,0.409393,0.590607,republican,0.5906,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
464,South Carolina,956,0.652876,0.347124,democratic,0.6529,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
465,South Carolina,424,0.668753,0.331247,democratic,0.6688,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
466,South Carolina,725,0.536452,0.463548,democratic,0.5365,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
467,South Carolina,676,0.439106,0.560894,republican,0.5609,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
468,South Carolina,582,0.511329,0.488671,democratic,0.5113,0.749882,0.250118,democratic,0.7499,1.0,0.0,democratic,1.0,0.865562,0.134438,democratic,0.8656
469,South Carolina,717,0.524905,0.475095,democratic,0.5249,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
470,South Carolina,765,0.544321,0.455679,democratic,0.5443,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
471,South Carolina,661,0.577064,0.422936,democratic,0.5771,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
472,South Carolina,437,0.554316,0.445684,democratic,0.5543,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
473,South Carolina,825,0.081171,0.918829,republican,0.9188,0.618779,0.381221,democratic,0.6188,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
474,South Carolina,775,0.218282,0.781718,republican,0.7817,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
475,South Carolina,2011,0.230627,0.769373,republican,0.7694,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
476,South Carolina,1623,0.151944,0.848056,republican,0.8481,0.963532,0.036468,democratic,0.9635,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
477,South Carolina,1061,0.237857,0.762143,republican,0.7621,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
478,South Carolina,691,0.192318,0.807682,republican,0.8077,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
479,South Carolina,1373,0.341013,0.658987,republican,0.659,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
480,South Carolina,1344,0.210678,0.789322,republican,0.7893,0.790911,0.209089,democratic,0.7909,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
481,South Carolina,692,0.524127,0.475873,democratic,0.5241,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
482,South Carolina,880,0.499966,0.500034,republican,0.5,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
483,South Carolina,803,0.339421,0.660579,republican,0.6606,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
484,South Carolina,1122,0.358369,0.641631,republican,0.6416,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
485,South Carolina,1426,0.367522,0.632478,republican,0.6325,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
486,South Carolina,1238,0.427563,0.572437,republican,0.5724,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
487,South Carolina,1549,0.42385,0.57615,republican,0.5761,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
488,South Carolina,1094,0.418685,0.581315,republican,0.5813,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
489,South Carolina,1333,0.443839,0.556161,republican,0.5562,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
490,South Carolina,691,0.383545,0.616455,republican,0.6165,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,0.865562,0.134438,democratic,0.8656
491,South Carolina,1247,0.475841,0.524159,republican,0.5242,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
492,South Carolina,1327,0.404664,0.595336,republican,0.5953,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
493,South Carolina,1328,0.476112,0.523888,republican,0.5239,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0,1.0,0.0,democratic,1.0
494,South Carolina,1695,0.448026,0.551974,republican,0.552,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
495,South Carolina,822,0.34487,0.65513,republican,0.6551,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
496,South Carolina,1159,0.498047,0.501953,republican,0.502,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
497,South Carolina,1258,0.554875,0.445125,democratic,0.5549,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
498,South Carolina,640,0.459216,0.540784,republican,0.5408,1.0,0.0,democratic,1.0,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
499,South Carolina,1172,0.410942,0.589058,republican,0.5891,0.749882,0.250118,democratic,0.7499,0.737317,0.262683,democratic,0.7373,1.0,0.0,democratic,1.0
500,South Carolina,677,0.305863,0.694137,republican,0.6941,1.0,0.0,democratic,1.0,0.0,1.0,republican,1.0,0.498179,0.501821,republican,0.5018
