state,racial_group,b1_samples,b2_samples
South Carolina,white,"0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.177068,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413,0.161413","0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.907409,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092,0.928092"
South Carolina,black,"0.930700,0.930698,0.930703,0.930702,0.930706,0.930705,0.930705,0.930699,0.930698,0.930697,0.930697,0.930699,0.930700,0.930698,0.930696,0.930691,0.930688,0.930693,0.930698,0.930696,0.930696,0.930702,0.930702,0.930701,0.930709,0.930709,0.930711,0.930711,0.930712,0.930713,0.930713,0.930717,0.930717,0.930716,0.930717,0.930717,0.930716,0.930716,0.930714,0.930716,0.930715,0.930716,0.930717,0.930715,0.930715,0.930715,0.930715,0.930717,0.930714,0.930714,0.930716,0.930715,0.930716,0.930715,0.930716,0.930718,0.930717,0.930718,0.930717,0.930718,0.930717,0.930715,0.930730,0.930728,0.930726,0.930727,0.930727,0.930727,0.930727,0.930728,0.930728,0.930728,0.930728,0.930728,0.930728,0.930728,0.930728,0.930728,0.930728,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930727,0.930727,0.930727,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930727,0.930726,0.930726,0.930726,0.930726,0.930727,0.930727,0.930727,0.930727,0.930726,0.930727,0.930727,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.930726,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375,0.941375","0.269686,0.269688,0.269684,0.269685,0.269683,0.269686,0.269683,0.269689,0.269688,0.269691,0.269691,0.269687,0.269688,0.269689,0.269690,0.269693,0.269692,0.269692,0.269688,0.269689,0.269691,0.269688,0.269688,0.269689,0.269683,0.269683,0.269684,0.269684,0.269684,0.269684,0.269684,0.269682,0.269682,0.269683,0.269682,0.269682,0.269683,0.269683,0.269683,0.269683,0.269684,0.269683,0.269683,0.269683,0.269684,0.269684,0.269684,0.269683,0.269685,0.269684,0.269684,0.269684,0.269684,0.269684,0.269684,0.269683,0.269683,0.269683,0.269683,0.269684,0.269684,0.269685,0.269678,0.269679,0.269680,0.269679,0.269679,0.269680,0.269680,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269679,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269679,0.269680,0.269680,0.269679,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.269680,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744,0.264744"
